run_name	species	source	busco_version	lineage	mode	input_file	busco_C_pct	busco_S_pct	busco_D_pct	busco_F_pct	busco_M_pct	busco_n	n_complete	n_single	n_duplicated	n_fragmented	n_missing	short_summary	full_table
Nasonia_vitripennis_NCBI_prot_long	Nasonia_vitripennis	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Nasonia_vitripennis_NCBI_proteins_longest.fa	98.0	96.5	1.5	0.3	1.7	1367	1340	1319	21	4	23	busco_annotation_all/Nasonia_vitripennis_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Nasonia_vitripennis_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Nysson_spinosus_ENSEMBL_prot_long	Nysson_spinosus	ENSEMBL	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ensembl/00_proteins_out/Nysson_spinosus_ENSEMBL_proteins_longest.fa	97.7	97.2	0.4	0.7	1.7	1367	1335	1329	6	9	23	busco_annotation_all/Nysson_spinosus_ENSEMBL_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Nysson_spinosus_ENSEMBL_prot_long/run_insecta_odb10/full_table.tsv
Ooceraea_biroi_NCBI_prot_long	Ooceraea_biroi	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Ooceraea_biroi_NCBI_proteins_longest.fa	99.3	97.0	2.3	0.1	0.6	1367	1358	1326	32	1	8	busco_annotation_all/Ooceraea_biroi_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Ooceraea_biroi_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Orussus_abietinus_NCBI_prot_long	Orussus_abietinus	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Orussus_abietinus_NCBI_proteins_longest.fa	98.5	97.7	0.7	0.4	1.1	1367	1346	1336	10	6	15	busco_annotation_all/Orussus_abietinus_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Orussus_abietinus_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Osmia_bicornis_bicornis_NCBI_prot_long	Osmia_bicornis_bicornis	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Osmia_bicornis_bicornis_NCBI_proteins_longest.fa	99.2	98.8	0.4	0.3	0.5	1367	1356	1351	5	4	7	busco_annotation_all/Osmia_bicornis_bicornis_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Osmia_bicornis_bicornis_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Pemphredon_lugubris_ENSEMBL_prot_long	Pemphredon_lugubris	ENSEMBL	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ensembl/00_proteins_out/Pemphredon_lugubris_ENSEMBL_proteins_longest.fa	97.2	96.3	0.9	0.4	2.4	1367	1329	1317	12	5	33	busco_annotation_all/Pemphredon_lugubris_ENSEMBL_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Pemphredon_lugubris_ENSEMBL_prot_long/run_insecta_odb10/full_table.tsv
Polistes_canadensis_NCBI_prot_long	Polistes_canadensis	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Polistes_canadensis_NCBI_proteins_longest.fa	99.2	98.5	0.7	0.1	0.7	1367	1356	1347	9	1	10	busco_annotation_all/Polistes_canadensis_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Polistes_canadensis_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Polistes_dominula_NCBI_prot_long	Polistes_dominula	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Polistes_dominula_NCBI_proteins_longest.fa	99.6	98.8	0.8	0.1	0.4	1367	1361	1350	11	1	5	busco_annotation_all/Polistes_dominula_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Polistes_dominula_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Polistes_exclamans_NCBI_prot_long	Polistes_exclamans	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Polistes_exclamans_NCBI_proteins_longest.fa	96.9	95.0	2.0	0.7	2.4	1367	1325	1298	27	9	33	busco_annotation_all/Polistes_exclamans_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Polistes_exclamans_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Polistes_fuscatus_NCBI_prot_long	Polistes_fuscatus	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Polistes_fuscatus_NCBI_proteins_longest.fa	99.0	97.8	1.2	0.1	0.9	1367	1354	1337	17	1	12	busco_annotation_all/Polistes_fuscatus_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Polistes_fuscatus_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Solenopsis_invicta_NCBI_prot_long	Solenopsis_invicta	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Solenopsis_invicta_NCBI_proteins_longest.fa	99.4	97.8	1.6	0.2	0.4	1367	1359	1337	22	3	5	busco_annotation_all/Solenopsis_invicta_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Solenopsis_invicta_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Tetragonisca_angustula_NCBI_prot_long	Tetragonisca_angustula	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Tetragonisca_angustula_NCBI_proteins_longest.fa	99.0	98.3	0.7	0.1	0.8	1367	1354	1344	10	2	11	busco_annotation_all/Tetragonisca_angustula_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Tetragonisca_angustula_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Tiphia_femorata_ENSEMBL_prot_long	Tiphia_femorata	ENSEMBL	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ensembl/00_proteins_out/Tiphia_femorata_ENSEMBL_proteins_longest.fa	91.1	89.0	2.0	1.0	7.9	1367	1245	1217	28	14	108	busco_annotation_all/Tiphia_femorata_ENSEMBL_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Tiphia_femorata_ENSEMBL_prot_long/run_insecta_odb10/full_table.tsv
Tribolium_castaneum_NCBI_prot_long	Tribolium_castaneum	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Tribolium_castaneum_NCBI_proteins_longest.fa	99.2	98.4	0.8	0.1	0.7	1367	1356	1345	11	1	10	busco_annotation_all/Tribolium_castaneum_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Tribolium_castaneum_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Venturia_canescens_NCBI_prot_long	Venturia_canescens	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/both/00_proteins_out/Venturia_canescens_NCBI_proteins_longest.fa	99.5	98.3	1.2	0.2	0.3	1367	1360	1344	16	3	4	busco_annotation_all/Venturia_canescens_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Venturia_canescens_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Vespa_crabro_NCBI_prot_long	Vespa_crabro	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/both/00_proteins_out/Vespa_crabro_NCBI_proteins_longest.fa	99.5	98.5	1.0	0.1	0.4	1367	1360	1347	13	1	6	busco_annotation_all/Vespa_crabro_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Vespa_crabro_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Vespa_mandarinia_NCBI_prot_long	Vespa_mandarinia	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Vespa_mandarinia_NCBI_proteins_longest.fa	99.0	98.1	1.0	0.1	0.9	1367	1354	1341	13	1	12	busco_annotation_all/Vespa_mandarinia_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Vespa_mandarinia_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Vespa_velutina_NCBI_prot_long	Vespa_velutina	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/both/00_proteins_out/Vespa_velutina_NCBI_proteins_longest.fa	98.2	97.2	1.0	0.1	1.7	1367	1343	1329	14	1	23	busco_annotation_all/Vespa_velutina_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Vespa_velutina_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Vespula_germanica_ENSEMBL_prot_long	Vespula_germanica	ENSEMBL	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ensembl/00_proteins_out/Vespula_germanica_ENSEMBL_proteins_longest.fa	95.5	95.0	0.5	1.3	3.1	1367	1306	1299	7	18	43	busco_annotation_all/Vespula_germanica_ENSEMBL_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Vespula_germanica_ENSEMBL_prot_long/run_insecta_odb10/full_table.tsv
Vespula_pensylvanica_NCBI_prot_long	Vespula_pensylvanica	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Vespula_pensylvanica_NCBI_proteins_longest.fa	99.2	98.6	0.6	0.2	0.6	1367	1356	1348	8	3	8	busco_annotation_all/Vespula_pensylvanica_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Vespula_pensylvanica_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Vespula_vulgaris_NCBI_prot_long	Vespula_vulgaris	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/both/00_proteins_out/Vespula_vulgaris_NCBI_proteins_longest.fa	99.1	98.3	0.8	0.0	0.9	1367	1355	1344	11	0	12	busco_annotation_all/Vespula_vulgaris_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Vespula_vulgaris_NCBI_prot_long/run_insecta_odb10/full_table.tsv
Xylocopa_sonorina_NCBI_prot_long	Xylocopa_sonorina	NCBI	6.0.0	insecta_odb10	proteins	/mnt/DATA/Genome_data_wasps/4.Excon_analysis/Download_genomes/genomes_out/ncbi/00_proteins_out/Xylocopa_sonorina_NCBI_proteins_longest.fa	99.9	97.9	2.0	0.0	0.1	1367	1365	1338	27	0	2	busco_annotation_all/Xylocopa_sonorina_NCBI_prot_long/run_insecta_odb10/short_summary.txt	busco_annotation_all/Xylocopa_sonorina_NCBI_prot_long/run_insecta_odb10/full_table.tsv
