#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XP_015183639.1|gene=LOC107070192|XP_015183639.1	103372.F4X3I8	2.57e-179	510.0	KOG4251@1|root,KOG4251@2759|Eukaryota,38S05@33154|Opisthokonta,3BIHZ@33208|Metazoa,3D04G@33213|Bilateria,41Z0Z@6656|Arthropoda,3SKT7@50557|Insecta,46G75@7399|Hymenoptera	33208|Metazoa	T	EF-hand domain pair	SDF4	GO:0000902,GO:0001525,GO:0001568,GO:0001944,GO:0002040,GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005770,GO:0005794,GO:0005796,GO:0005886,GO:0006810,GO:0006887,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0008150,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009636,GO:0009650,GO:0009653,GO:0009987,GO:0010033,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0017156,GO:0021549,GO:0022008,GO:0022037,GO:0030030,GO:0030154,GO:0030182,GO:0030902,GO:0031175,GO:0031410,GO:0031974,GO:0031982,GO:0032059,GO:0032501,GO:0032502,GO:0032940,GO:0032989,GO:0032990,GO:0035239,GO:0035295,GO:0042221,GO:0042493,GO:0042802,GO:0042995,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045444,GO:0045471,GO:0046677,GO:0046872,GO:0046903,GO:0048468,GO:0048513,GO:0048514,GO:0048646,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0051179,GO:0051234,GO:0060322,GO:0070013,GO:0070625,GO:0071840,GO:0071944,GO:0072358,GO:0072359,GO:0097305,GO:0097708,GO:0120025,GO:0120036,GO:0120039,GO:1901700	-	ko:K19934	-	-	-	-	ko00000,ko04131	-	-	-	EF-hand_5,EF-hand_7,EF-hand_8
XP_015183641.1|gene=LOC107070193|XP_015183641.1	132113.XP_003486413.1	1.18e-122	358.0	COG2020@1|root,KOG2628@2759|Eukaryota,38E6W@33154|Opisthokonta,3BEU6@33208|Metazoa,3CXK7@33213|Bilateria,41YPS@6656|Arthropoda,3SFZ4@50557|Insecta,46IMV@7399|Hymenoptera	33208|Metazoa	O	Phospholipid methyltransferase	ICMT	GO:0001701,GO:0001889,GO:0003674,GO:0003824,GO:0003880,GO:0004671,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006082,GO:0006139,GO:0006464,GO:0006479,GO:0006481,GO:0006520,GO:0006575,GO:0006605,GO:0006612,GO:0006725,GO:0006790,GO:0006807,GO:0006810,GO:0006886,GO:0007275,GO:0008104,GO:0008134,GO:0008140,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008213,GO:0008276,GO:0008284,GO:0008757,GO:0009116,GO:0009119,GO:0009790,GO:0009792,GO:0009966,GO:0009987,GO:0010340,GO:0010646,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016740,GO:0016741,GO:0018410,GO:0019538,GO:0019752,GO:0023051,GO:0031224,GO:0031984,GO:0032259,GO:0032501,GO:0032502,GO:0033036,GO:0034613,GO:0034641,GO:0035264,GO:0036211,GO:0040007,GO:0042127,GO:0042175,GO:0042278,GO:0042886,GO:0043009,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043414,GO:0043436,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046128,GO:0046483,GO:0046498,GO:0046499,GO:0046578,GO:0046907,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048589,GO:0048731,GO:0048732,GO:0048856,GO:0050789,GO:0050794,GO:0051056,GO:0051179,GO:0051186,GO:0051234,GO:0051641,GO:0051649,GO:0051998,GO:0055086,GO:0061008,GO:0065007,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0072521,GO:0072657,GO:0090150,GO:0097164,GO:0098827,GO:0140096,GO:1901135,GO:1901360,GO:1901564,GO:1901605,GO:1901657,GO:1902531	2.1.1.100	ko:K00587	ko00900,ko01130,map00900,map01130	-	R04496	RC00003,RC00460	ko00000,ko00001,ko01000	-	-	-	ICMT
XP_015183643.1|gene=LOC107070194|XP_015183643.1	103372.F4X3I9	0.0	958.0	COG0591@1|root,KOG2349@2759|Eukaryota,38EY4@33154|Opisthokonta,3BAZ5@33208|Metazoa,3CW54@33213|Bilateria,41U17@6656|Arthropoda,3SK6A@50557|Insecta,46JNM@7399|Hymenoptera	33208|Metazoa	P	Sodium:solute symporter family	-	GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0016020,GO:0022857,GO:0051179,GO:0051234,GO:0055085	-	ko:K14388	-	-	-	-	ko00000,ko02000	2.A.21.5.3,2.A.21.5.4,2.A.21.5.5	-	-	SSF
XP_015183644.1|gene=LOC107070195|XP_015183644.1	132113.XP_003484501.1	1.25e-183	530.0	2CMX8@1|root,2QSHJ@2759|Eukaryota,392PH@33154|Opisthokonta,3BCAS@33208|Metazoa,3CW0T@33213|Bilateria,41YFJ@6656|Arthropoda,3SHX7@50557|Insecta,46JXY@7399|Hymenoptera	33208|Metazoa	H	Prenylcysteine lyase	PCYOX1L	GO:0000096,GO:0000098,GO:0000323,GO:0001735,GO:0002576,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005774,GO:0005886,GO:0006082,GO:0006508,GO:0006520,GO:0006575,GO:0006790,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0006887,GO:0008150,GO:0008152,GO:0008509,GO:0008555,GO:0009056,GO:0009057,GO:0009063,GO:0009987,GO:0012505,GO:0015075,GO:0015103,GO:0015108,GO:0015318,GO:0015399,GO:0015405,GO:0015698,GO:0016020,GO:0016054,GO:0016192,GO:0016462,GO:0016491,GO:0016667,GO:0016670,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0019752,GO:0019941,GO:0022804,GO:0022857,GO:0030141,GO:0030163,GO:0030327,GO:0030328,GO:0030329,GO:0031090,GO:0031091,GO:0031093,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032940,GO:0032991,GO:0032994,GO:0034220,GO:0034358,GO:0034361,GO:0034385,GO:0034774,GO:0042219,GO:0042623,GO:0042626,GO:0043170,GO:0043225,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043492,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044273,GO:0044281,GO:0044282,GO:0044421,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0046395,GO:0046903,GO:0051179,GO:0051234,GO:0051603,GO:0055085,GO:0055114,GO:0060205,GO:0070013,GO:0071704,GO:0071944,GO:0097708,GO:0098588,GO:0098656,GO:0098660,GO:0098661,GO:0098805,GO:0099133,GO:0099503,GO:1901564,GO:1901565,GO:1901575,GO:1902476,GO:1990777	1.8.3.5,1.8.3.6	ko:K05906	ko00900,ko01130,map00900,map01130	-	R09562	RC00069,RC02012	ko00000,ko00001,ko01000	-	-	-	NAD_binding_8,Prenylcys_lyase
XP_015183645.1|gene=LOC107070196|XP_015183645.1	132113.XP_003484504.1	2.51e-214	599.0	COG0626@1|root,KOG0053@2759|Eukaryota,38CST@33154|Opisthokonta,3BFVK@33208|Metazoa,3CXAE@33213|Bilateria,41XH4@6656|Arthropoda,3SGQ3@50557|Insecta,46EI8@7399|Hymenoptera	33208|Metazoa	E	Cys/Met metabolism PLP-dependent enzyme	CTH	GO:0000096,GO:0000097,GO:0000098,GO:0001558,GO:0003674,GO:0003824,GO:0003962,GO:0004121,GO:0004123,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006355,GO:0006464,GO:0006518,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006986,GO:0007154,GO:0007165,GO:0008144,GO:0008150,GO:0008152,GO:0008285,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009086,GO:0009092,GO:0009403,GO:0009404,GO:0009889,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0016043,GO:0016053,GO:0016054,GO:0016740,GO:0016765,GO:0016829,GO:0016846,GO:0017144,GO:0018065,GO:0018193,GO:0018205,GO:0018272,GO:0018352,GO:0019184,GO:0019219,GO:0019222,GO:0019343,GO:0019344,GO:0019346,GO:0019538,GO:0019748,GO:0019752,GO:0019842,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030170,GO:0030308,GO:0030968,GO:0031323,GO:0031326,GO:0033554,GO:0034097,GO:0034620,GO:0034641,GO:0034976,GO:0035966,GO:0035967,GO:0036094,GO:0036211,GO:0040008,GO:0042127,GO:0042221,GO:0042398,GO:0042802,GO:0042981,GO:0043043,GO:0043066,GO:0043067,GO:0043069,GO:0043122,GO:0043123,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043436,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044273,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044524,GO:0044540,GO:0044550,GO:0045595,GO:0045597,GO:0045926,GO:0046394,GO:0046395,GO:0047982,GO:0048037,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0050662,GO:0050667,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051090,GO:0051091,GO:0051092,GO:0051094,GO:0051128,GO:0051147,GO:0051149,GO:0051150,GO:0051152,GO:0051171,GO:0051186,GO:0051188,GO:0051239,GO:0051240,GO:0051252,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0060255,GO:0060548,GO:0065003,GO:0065007,GO:0065009,GO:0070279,GO:0070813,GO:0070814,GO:0070887,GO:0071265,GO:0071266,GO:0071310,GO:0071345,GO:0071704,GO:0071840,GO:0080090,GO:0080146,GO:0097159,GO:0098600,GO:0098606,GO:0098607,GO:1901342,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901607,GO:1902531,GO:1902533,GO:1903506,GO:1904018,GO:1904829,GO:1904831,GO:1905063,GO:1905065,GO:1990823,GO:1990830,GO:2000026,GO:2000112,GO:2001141,GO:2001233,GO:2001234	4.4.1.1	ko:K01758	ko00260,ko00270,ko00450,ko01100,ko01130,ko01230,map00260,map00270,map00450,map01100,map01130,map01230	M00338	R00782,R01001,R02408,R04770,R04930,R09366	RC00056,RC00069,RC00348,RC00382,RC00710,RC01209,RC01210,RC01245,RC02303	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Cys_Met_Meta_PP
XP_015183651.1|gene=LOC107070197|XP_015183651.1	103372.F4WJS7	9.24e-222	616.0	KOG1441@1|root,KOG1441@2759|Eukaryota,38GN3@33154|Opisthokonta,3BGV6@33208|Metazoa,3CRNU@33213|Bilateria,41XDY@6656|Arthropoda,3SJFJ@50557|Insecta,46GHM@7399|Hymenoptera	33208|Metazoa	EG	Triose-phosphate Transporter family	SLC35E2B	GO:0005575,GO:0016020,GO:0016021,GO:0031224,GO:0044425	-	ko:K15284	-	-	-	-	ko00000,ko02000	-	-	-	TPT
XP_015183654.1|gene=LOC107070198|XP_015183654.1	132113.XP_003486417.1	9.13e-190	532.0	KOG4466@1|root,KOG4466@2759|Eukaryota,38DP4@33154|Opisthokonta,3BC95@33208|Metazoa,3D069@33213|Bilateria,41UIQ@6656|Arthropoda,3SGW6@50557|Insecta,46GXK@7399|Hymenoptera	33208|Metazoa	DK	Sds3-like	SUDS3	GO:0000118,GO:0000122,GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003824,GO:0004407,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006325,GO:0006351,GO:0006355,GO:0006357,GO:0006464,GO:0006476,GO:0006725,GO:0006807,GO:0006915,GO:0006996,GO:0008150,GO:0008152,GO:0008219,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010941,GO:0010942,GO:0012501,GO:0016043,GO:0016070,GO:0016569,GO:0016570,GO:0016575,GO:0016580,GO:0016604,GO:0016787,GO:0016810,GO:0016811,GO:0018130,GO:0019213,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019899,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0033558,GO:0034641,GO:0034645,GO:0034654,GO:0035601,GO:0036211,GO:0042802,GO:0042803,GO:0042826,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0060255,GO:0065007,GO:0070013,GO:0070822,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097659,GO:0098732,GO:0140096,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K19201	-	-	-	-	ko00000,ko03036	-	-	-	Sds3
XP_015183656.1|gene=LOC107070199|XP_015183656.1	7460.GB43858-PA	7.41e-130	373.0	2AISN@1|root,2RZ5F@2759|Eukaryota,3919A@33154|Opisthokonta,3BPB3@33208|Metazoa,3D6CI@33213|Bilateria,41YVR@6656|Arthropoda,3SMC5@50557|Insecta,46M29@7399|Hymenoptera	33208|Metazoa	S	chromatin remodeling	ino80e	GO:0000228,GO:0000785,GO:0000790,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005730,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006325,GO:0006338,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016043,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031011,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0033202,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051276,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0070603,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097346,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1903506,GO:1904949,GO:2000112,GO:2001141	-	ko:K11669	-	-	-	-	ko00000,ko03036	-	-	-	-
XP_015183657.1|gene=LOC107070200|XP_015183657.1	7460.GB43859-PA	6.06e-108	318.0	COG5183@1|root,KOG1609@2759|Eukaryota,3A72U@33154|Opisthokonta,3BTUG@33208|Metazoa,3D9Y6@33213|Bilateria,420WI@6656|Arthropoda,3SNN3@50557|Insecta,46M4N@7399|Hymenoptera	33208|Metazoa	A	RING-variant domain	-	-	2.3.2.27	ko:K10658	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	RINGv
XP_015183658.1|gene=LOC107070201|XP_015183658.1	7460.GB52074-PA	4.87e-313	857.0	COG0362@1|root,KOG2653@2759|Eukaryota,38BP7@33154|Opisthokonta,3BBQ7@33208|Metazoa,3CW4B@33213|Bilateria,41XSN@6656|Arthropoda,3SI9H@50557|Insecta,46GE4@7399|Hymenoptera	33208|Metazoa	G	Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH	PGD	GO:0000166,GO:0003674,GO:0003824,GO:0004616,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006082,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0009051,GO:0009058,GO:0009117,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016051,GO:0016491,GO:0016614,GO:0016616,GO:0019222,GO:0019321,GO:0019322,GO:0019362,GO:0019520,GO:0019521,GO:0019637,GO:0019682,GO:0019693,GO:0019752,GO:0030246,GO:0031406,GO:0032787,GO:0033500,GO:0034641,GO:0036094,GO:0042592,GO:0042593,GO:0042742,GO:0043167,GO:0043168,GO:0043177,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046364,GO:0046483,GO:0046496,GO:0048037,GO:0048519,GO:0048878,GO:0050661,GO:0050662,GO:0050789,GO:0050829,GO:0050896,GO:0051156,GO:0051186,GO:0051704,GO:0051707,GO:0055086,GO:0055114,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0072524,GO:0097159,GO:0098542,GO:1901135,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901576	1.1.1.343,1.1.1.44	ko:K00033,ko:K11511	ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko03460,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map03460	M00004,M00006	R01528,R10221	RC00001,RC00539	ko00000,ko00001,ko00002,ko01000,ko03036,ko03400	-	-	-	6PGD,NAD_binding_2
XP_015183661.1|gene=LOC107070202|XP_015183661.1	132113.XP_003494096.1	2.14e-128	364.0	COG1100@1|root,KOG0070@2759|Eukaryota,38GE8@33154|Opisthokonta,3BG4U@33208|Metazoa,3CURB@33213|Bilateria,41Y5J@6656|Arthropoda,3SJQM@50557|Insecta,46HSA@7399|Hymenoptera	33208|Metazoa	U	ARF-like small GTPases; ARF, ADP-ribosylation factor	ARL5B	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005802,GO:0006810,GO:0008104,GO:0008150,GO:0012505,GO:0016192,GO:0016197,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0031984,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0033036,GO:0033365,GO:0034067,GO:0034613,GO:0035639,GO:0036094,GO:0042147,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0072657,GO:0097159,GO:0097367,GO:0098791,GO:1901265,GO:1901363,GO:1903292	-	ko:K07949,ko:K07950	-	-	-	-	ko00000,ko04031	-	-	-	Arf
XP_015183662.1|gene=LOC107070203|XP_015183662.1	12957.ACEP11321-PA	2.5e-180	551.0	KOG1721@1|root,KOG1721@2759|Eukaryota,3ANFZ@33154|Opisthokonta,3C1GA@33208|Metazoa,3DH97@33213|Bilateria,422RB@6656|Arthropoda,3SR7N@50557|Insecta,46EIF@7399|Hymenoptera	33208|Metazoa	O	Zinc finger protein	-	GO:0000122,GO:0000981,GO:0001227,GO:0002164,GO:0002376,GO:0002520,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007163,GO:0007275,GO:0007399,GO:0007405,GO:0008150,GO:0008270,GO:0008283,GO:0008356,GO:0009791,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0017145,GO:0019219,GO:0019222,GO:0022008,GO:0030097,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0035166,GO:0035167,GO:0036445,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0045165,GO:0045196,GO:0045892,GO:0045934,GO:0046872,GO:0046914,GO:0048103,GO:0048513,GO:0048519,GO:0048523,GO:0048534,GO:0048542,GO:0048569,GO:0048699,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051301,GO:0055057,GO:0055059,GO:0060255,GO:0061351,GO:0065007,GO:0072089,GO:0080090,GO:0097159,GO:0098722,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	-	-	-	-	-	-	-	-	-	zf-AD,zf-C2H2,zf-C2H2_6
XP_015183663.1|gene=LOC107070204|XP_015183663.1	132113.XP_003494094.1	0.0	871.0	COG0372@1|root,KOG2617@2759|Eukaryota,38CK5@33154|Opisthokonta,3BCNS@33208|Metazoa,3CZN5@33213|Bilateria,41WA3@6656|Arthropoda,3SG56@50557|Insecta,46KE3@7399|Hymenoptera	33208|Metazoa	C	Citrate synthase, C-terminal domain	CS	GO:0003674,GO:0003824,GO:0004108,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005975,GO:0006082,GO:0006084,GO:0006091,GO:0006099,GO:0006101,GO:0006107,GO:0006139,GO:0006163,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0014823,GO:0015980,GO:0016740,GO:0016746,GO:0016999,GO:0017144,GO:0019637,GO:0019693,GO:0019752,GO:0031974,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0036440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043603,GO:0043648,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046483,GO:0046912,GO:0050896,GO:0051186,GO:0055086,GO:0055114,GO:0070013,GO:0071704,GO:0072350,GO:0072521,GO:1901135,GO:1901360,GO:1901564	2.3.3.1	ko:K01647	ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00009,M00010,M00012,M00740	R00351	RC00004,RC00067	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Citrate_synt
XP_015183664.1|gene=LOC107070205|XP_015183664.1	103372.F4W488	9.26e-94	275.0	KOG3393@1|root,KOG3393@2759|Eukaryota,38ESQ@33154|Opisthokonta,3BIKP@33208|Metazoa,3CS22@33213|Bilateria,41ZNB@6656|Arthropoda,3SMIR@50557|Insecta,46FRN@7399|Hymenoptera	33208|Metazoa	S	Uncharacterised protein family (UPF0220)	TMEM50A	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0012505,GO:0016020,GO:0016021,GO:0031224,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044425,GO:0044444,GO:0044464	-	-	-	-	-	-	-	-	-	-	UPF0220
XP_015183665.1|gene=LOC107070207|XP_015183665.1	132113.XP_003488336.1	4.65e-07	58.2	2BWZP@1|root,2SCT3@2759|Eukaryota,39N20@33154|Opisthokonta,3C2BE@33208|Metazoa,3DJ0H@33213|Bilateria,4236D@6656|Arthropoda,3SRJX@50557|Insecta	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_015183667.1|gene=LOC107070208|XP_015183667.1	132113.XP_003488404.1	1.24e-29	122.0	29KFD@1|root,2RTQB@2759|Eukaryota,391AC@33154|Opisthokonta,3C5TG@33208|Metazoa,3DM4B@33213|Bilateria,426E0@6656|Arthropoda,3SW2D@50557|Insecta,46MA2@7399|Hymenoptera	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
