HOG	species	gene_id	gene_symbol	gene_name	annotation_source	annotation_quality
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000103	Polistes_dominula	LOC107066966	LOC107066966	histone H2B-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Polistes_dominula	LOC107068925	LOC107068925	histone H2B	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127064416	LOC127064416	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127064417	LOC127064417	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127064418	LOC127064418	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127064431	LOC127064431	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127064538	LOC127064538	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127064668	LOC127064668	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127064833	LOC127064833	late histone H2B.L4-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127067993	LOC127067993	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127070618	LOC127070618	histone H2B-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000103	Vespula_vulgaris	LOC127070680	LOC127070680	histone H2B	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Ancistrocerus_nigricornis	ENSANRG00005002011	LOC107066062; LOC107073709; LOC107074055; LOC107074235; LOC107074236; LOC127064451; LOC127064452; LOC127064453; LOC127064771; LOC127064772; LOC127064773; LOC127064774; LOC127064775; LOC127064776; LOC127064777; LOC127064821; LOC127064822; LOC127064823; LOC127064824; LOC127064825; LOC127064871; LOC127064886; LOC127070958; LOC127070959; LOC127071066; LOC127071068; LOC127071070; LOC127071073; LOC127071083; LOC127071149; LOC127071150; LOC127071152; LOC127071153; LOC127071156	Ligated ion channel L-glutamate- and glycine-binding site; glutamate receptor 1-like; glutamate receptor ionotropic, delta-1-like; glutamate receptor 2-like; glutamate receptor ionotropic, NMDA 3A-like; probable glutamate receptor; glutamate receptor ionotropic, delta-2-like; glutamate receptor ionotropic, kainate glr-3-like; glutamate receptor U1-like; glutamate receptor-like; glutamate receptor 3-like	OrthoFinder orthology transfer from: Polistes_dominula; Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000108	Polistes_dominula	LOC107066062	LOC107066062	Ligated ion channel L-glutamate- and glycine-binding site	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000108	Polistes_dominula	LOC107073709	LOC107073709	glutamate receptor 1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Polistes_dominula	LOC107074054	LOC107074054	glutamate receptor ionotropic, delta-1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Polistes_dominula	LOC107074055	LOC107074055	glutamate receptor ionotropic, delta-1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Polistes_dominula	LOC107074235	LOC107074235	glutamate receptor ionotropic, delta-1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Polistes_dominula	LOC107074236	LOC107074236	glutamate receptor ionotropic, delta-1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064451	LOC127064451	glutamate receptor 2-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064452	LOC127064452	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064453	LOC127064453	Ligated ion channel L-glutamate- and glycine-binding site	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064461	LOC127064461	glutamate receptor 3-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064772	LOC127064772	Ligated ion channel L-glutamate- and glycine-binding site	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064773	LOC127064773	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064774	LOC127064774	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064775	LOC127064775	probable glutamate receptor	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064776	LOC127064776	glutamate receptor ionotropic, delta-2-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064777	LOC127064777	Ligated ion channel L-glutamate- and glycine-binding site	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064821	LOC127064821	probable glutamate receptor	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064822	LOC127064822	glutamate receptor 1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064823	LOC127064823	probable glutamate receptor	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064824	LOC127064824	glutamate receptor ionotropic, kainate glr-3-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064825	LOC127064825	probable glutamate receptor	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064871	LOC127064871	glutamate receptor U1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127064886	LOC127064886	glutamate receptor ionotropic, kainate glr-3-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127070958	LOC127070958	probable glutamate receptor	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127070959	LOC127070959	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071066	LOC127071066	glutamate receptor ionotropic, delta-2-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071068	LOC127071068	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071070	LOC127071070	glutamate receptor-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071073	LOC127071073	glutamate receptor 3-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071083	LOC127071083	Ligated ion channel L-glutamate- and glycine-binding site	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071149	LOC127071149	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071150	LOC127071150	probable glutamate receptor	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071152	LOC127071152	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071153	LOC127071153	glutamate receptor 1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000108	Vespula_vulgaris	LOC127071156	LOC127071156	glutamate receptor ionotropic, delta-1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000114	Polistes_dominula	LOC107067738	FASN3	Fatty acid synthase 3	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Polistes_dominula	LOC107071460	LOC107071460	fatty acid synthase-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062155	LOC127062155	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062156	LOC127062156	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062188	LOC127062188	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062193	LOC127062193	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062547	LOC127062547	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062548	LOC127062548	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062549	LOC127062549	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062550	LOC127062550	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062556	LOC127062556	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127062557	LOC127062557	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127063701	LOC127063701	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127064300	LOC127064300	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000114	Vespula_vulgaris	LOC127069621	LOC127069621	fatty acid synthase-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000155	Ancistrocerus_nigricornis	ENSANRG00005005713	LOC127072370	Domain in histone families 1 and 5	OrthoFinder orthology transfer from: Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000155	Ancistrocerus_nigricornis	ENSANRG00005009432	LOC127064408; LOC127064551	late histone H1-like; histone H1-like	OrthoFinder orthology transfer from: Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Drosophila_melanogaster				FlyBase-derived dmel_genetable.csv	FlyBase-derived outgroup evidence
N0.HOG0000155	Polistes_dominula	LOC107066965	LOC107066965	late histone H1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000155	Vespula_vulgaris	LOC127064394	LOC127064394	late histone H1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000155	Vespula_vulgaris	LOC127064408	LOC127064408	late histone H1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000155	Vespula_vulgaris	LOC127064551	LOC127064551	histone H1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000155	Vespula_vulgaris	LOC127069419	LOC127069419	histone H1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000155	Vespula_vulgaris	LOC127070667	LOC127070667	late histone H1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000155	Vespula_vulgaris	LOC127072370	LOC127072370	Domain in histone families 1 and 5	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005000946				not directly annotated
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005000960				not directly annotated
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005001001				not directly annotated
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005001116				not directly annotated
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005001263				not directly annotated
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005002860	LOC127069930	Odorant receptor	OrthoFinder orthology transfer from: Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005003832	LOC107070831	odorant receptor 10a-like	OrthoFinder orthology transfer from: Polistes_dominula	orthology-inferred; not a direct NCBI name
N0.HOG0000158	Ancistrocerus_nigricornis	ENSANRG00005004439				not directly annotated
N0.HOG0000158	Polistes_dominula	LOC107066992	LOC107066992	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107066993	LOC107066993	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107070831	LOC107070831	odorant receptor 10a-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073260	LOC107073260	Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073261	LOC107073261	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073262	LOC107073262	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073263	LOC107073263	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073547	LOC107073547	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073597	LOC107073597	Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073639	LOC107073639		NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073708	LOC107073708		NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073765	LOC107073765	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Polistes_dominula	LOC107073776	LOC107073776	7tm Odorant receptor	NCBI: pd_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127064791	LOC127064791		NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068513	LOC127068513	Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068516	LOC127068516	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068517	LOC127068517	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068519	LOC127068519		NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068520	LOC127068520	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068521	LOC127068521	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068522	LOC127068522	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068540	LOC127068540		NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068541	LOC127068541	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068647	LOC127068647	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068648	LOC127068648	Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068649	LOC127068649	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127068650	LOC127068650	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127069927	LOC127069927	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127069930	LOC127069930	Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127072280	LOC127072280	7tm Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127072300	LOC127072300	Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127072301	LOC127072301	Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000158	Vespula_vulgaris	LOC127072452	LOC127072452	Odorant receptor	NCBI: vv_genetable.csv; eggNOG-mapper exact-gene-ID fallback	direct NCBI-derived annotation
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005008156				not directly annotated
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005008164				not directly annotated
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005008845				not directly annotated
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005009042				not directly annotated
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005009053				not directly annotated
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005009200				not directly annotated
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005010061				not directly annotated
N0.HOG0000159	Ancistrocerus_nigricornis	ENSANRG00005010473				not directly annotated
N0.HOG0000162	Ancistrocerus_nigricornis	ENSANRG00005003292	LOC107074093	elongation of very long chain fatty acids protein 1-like	OrthoFinder orthology transfer from: Polistes_dominula	orthology-inferred; not a direct NCBI name
N0.HOG0000162	Ancistrocerus_nigricornis	ENSANRG00005005959	CG30008		OrthoFinder orthology transfer from: Drosophila_melanogaster	orthology-inferred; not a direct NCBI name
N0.HOG0000162	Ancistrocerus_nigricornis	ENSANRG00005006367	CG30008; LOC107066959; LOC107066960; LOC127070504; LOC127070514; LOC127070519; LOC127070554; LOC127070563; LOC127070634	elongation of very long chain fatty acids protein 1-like; elongation of very long chain fatty acids protein AAEL008004-like; elongation of very long chain fatty acids protein-like; elongation of very long chain fatty acids protein F-like	OrthoFinder orthology transfer from: Drosophila_melanogaster; Polistes_dominula; Vespula_vulgaris	orthology-inferred; not a direct NCBI name
N0.HOG0000162	Polistes_dominula	LOC107066959	LOC107066959	elongation of very long chain fatty acids protein 1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Polistes_dominula	LOC107066960	LOC107066960	elongation of very long chain fatty acids protein AAEL008004-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Polistes_dominula	LOC107074093	LOC107074093	elongation of very long chain fatty acids protein 1-like	NCBI: pd_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Vespula_vulgaris	LOC127070504	LOC127070504	elongation of very long chain fatty acids protein 1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Vespula_vulgaris	LOC127070514	LOC127070514	elongation of very long chain fatty acids protein AAEL008004-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Vespula_vulgaris	LOC127070519	LOC127070519	elongation of very long chain fatty acids protein 1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Vespula_vulgaris	LOC127070554	LOC127070554	elongation of very long chain fatty acids protein-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Vespula_vulgaris	LOC127070563	LOC127070563	elongation of very long chain fatty acids protein 1-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000162	Vespula_vulgaris	LOC127070634	LOC127070634	elongation of very long chain fatty acids protein F-like	NCBI: vv_genetable.csv	direct NCBI-derived annotation
N0.HOG0000166	Ancistrocerus_nigricornis	ENSANRG00005002483				not directly annotated
N0.HOG0000166	Ancistrocerus_nigricornis	ENSANRG00005002515				not directly annotated
N0.HOG0000166	Ancistrocerus_nigricornis	ENSANRG00005002887				not directly annotated
N0.HOG0000166	Ancistrocerus_nigricornis	ENSANRG00005006294				not directly annotated
N0.HOG0000166	Ancistrocerus_nigricornis	ENSANRG00005008819				not directly annotated
N0.HOG0000166	Ancistrocerus_nigricornis	ENSANRG00005009768				not directly annotated
N0.HOG0000166	Ancistrocerus_nigricornis	ENSANRG00005010320				not directly annotated
