HOG	run	run_label	CAFE_track	n_species_in_count_table	n_species_present	max_tip_copy_number	total_tip_copy_number	polistinae_total_copies	vespinae_total_copies	social_wasp_total_copies	outgroup_total_copies	Vespula_vulgaris_copies	Polistes_dominula_copies	Ancistrocerus_nigricornis_copies	inference	OG	gene_tree_parent_clade	consensus_gene_name	consensus_method	consensus_evidence	Vespula_vulgaris_member_count	Vespula_vulgaris_gene_ids	Vespula_vulgaris_gene_symbols	Vespula_vulgaris_gene_names	Vespula_vulgaris_annotation_sources	Vespula_vulgaris_annotated_member_count	Polistes_dominula_member_count	Polistes_dominula_gene_ids	Polistes_dominula_gene_symbols	Polistes_dominula_gene_names	Polistes_dominula_annotation_sources	Polistes_dominula_annotated_member_count	Ancistrocerus_nigricornis_member_count	Ancistrocerus_nigricornis_gene_ids	Ancistrocerus_nigricornis_gene_symbols	Ancistrocerus_nigricornis_gene_names	Ancistrocerus_nigricornis_annotation_sources	Ancistrocerus_nigricornis_annotated_member_count	chemosensory_family_flag	TE_related_HOG_flag	TE_filter_reason	present_in_social_wasps	biological_interest_class	interpretation_note
N0.HOG0012650	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	1	5	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012213	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012651	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	2	4	6	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012214	n0	unannotated HOG	no usable local annotation		0					0	1	LOC107067685	LOC107067685		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012653	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	4	2	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012216	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012654	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	3	2	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012217	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012655	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	2	1	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012218	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012675	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012238	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012676	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012239	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012677	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012240	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012684	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012247	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012685	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012248	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012686	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	4	5	5	0	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012249	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012689	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012252	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012690	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012253	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012692	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012255	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012720	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	4	5	5	0	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012283	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012723	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	1	2	3	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012286	n0	serine-rich adhesin for platelets-like	weighted recurring annotation	serine-rich adhesin for platelets-like	1	LOC127063378	LOC127063378	serine-rich adhesin for platelets-like	NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012728	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	2	4	6	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012291	n0	unannotated HOG	no usable local annotation		1	LOC127065718	LOC127065718		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012729	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	2	4	6	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012292	n0	unannotated HOG	no usable local annotation		1	LOC127065371	LOC127065371		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012730	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	5	6	6	0	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012293	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012731	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	2	6	6	0	6	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012294	n0	homeobox protein Dlx2a-like	weighted recurring annotation	homeobox protein Dlx2a-like	0					0	1	LOC107065521	LOC107065521	homeobox protein Dlx2a-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012732	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	6	1	6	3	3	6	0	1	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012295	n0	unannotated HOG	no usable local annotation		1	LOC127072770	LOC127072770		NCBI: vv_genetable.csv	1	1	LOC107071082	LOC107071082		NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012734	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	4	6	6	0	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012297	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012736	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	4	6	6	0	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012299	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012737	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	5	6	6	0	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012300	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012760	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	5	6	6	0	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012323	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012762	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	3	6	6	0	6	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012325	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012806	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	2	4	3	0	3	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012369	n0	unannotated HOG	no usable local annotation		0					0	0					0	1	ENSANRG00005001556				0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012807	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	1	1	1	0	0	1	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012370	n0	unannotated HOG	no usable local annotation		0					0	0					0	1	ENSANRG00005009922				0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012817	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012380	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012828	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	2	2	4	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012391	n0	unannotated HOG	no usable local annotation		1	LOC127062469	LOC127062469		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012847	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012410	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012854	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	0	0	2	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012417	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012855	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	0	0	0	3	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012418	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		FALSE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012885	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	1	1	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012448	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012891	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012454	n0	loricrin-like	weighted recurring annotation	loricrin-like	0					0	1	LOC107072969	LOC107072969	loricrin-like	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012895	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	1	3	4	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012458	n0	unannotated HOG	no usable local annotation		1	LOC127063385	LOC127063385		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0012928	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012491	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013006	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012569	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013017	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012580	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013120	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012683	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013207	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	0	4	4	0	1	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012770	n0	unannotated HOG	no usable local annotation		1	LOC127072071	LOC127072071		NCBI: vv_genetable.csv	1	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013208	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	0	3	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012771	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013283	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012846	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013285	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	2	3	3	0	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012848	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013287	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	2	1	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012850	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013292	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	0	2	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012855	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013293	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	1	2	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012856	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013295	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	1	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0012858	n0	GTPase-activating Rap/Ran-GAP domain-like protein 3	weighted recurring annotation	GTPase-activating Rap/Ran-GAP domain-like protein 3	0					0	1	LOC107069025	LOC107069025	GTPase-activating Rap/Ran-GAP domain-like protein 3	NCBI: pd_genetable.csv	1	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013442	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	2	0	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013005	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013467	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	1	2	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013030	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013468	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	2	5	1	4	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013031	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013469	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	0	5	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013032	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013470	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	1	3	1	2	3	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013033	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013471	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	3	3	5	0	5	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013034	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013474	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	0	5	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013037	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013475	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	5	1	5	2	3	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013038	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013476	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	1	2	1	1	2	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013039	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013478	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	2	3	5	0	5	5	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013041	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
N0.HOG0013480	wasp_CAFE	Vespidae_plus_outgroups	main_model	17	4	1	4	1	3	4	0	0	0	0	Prepared for CAFE but absent from family results; inferred root-size-zero filtering. This HOG was not tested by CAFE.	OG0013043	n0	unannotated HOG	no usable local annotation		0					0	0					0	0					0	FALSE	FALSE		TRUE		Not tested by CAFE because the family was removed after an inferred root size of zero; tip-copy counts are descriptive and no branch significance can be assigned from the wasp CAFE analysis.
