annotation_set	foreground_top_k	topGO_algorithm	topGO_statistic	nodeSize	multiple_testing_correction	label	ontology	GO.ID	Term	Annotated	Significant	Expected	FoldEnrichment	p	algorithm	Members_n	MembersStr	definition
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:1901363	heterocyclic compound binding	1421	137	106.79	1.2828916565221462	0.39086	weight01	137	N13.HOG0000645;N13.HOG0000906;N13.HOG0001332;N13.HOG0001624;N13.HOG0001720;N13.HOG0001742;N13.HOG0001792;N13.HOG0001967;N13.HOG0002327;N13.HOG0002352;N13.HOG0002408;N13.HOG0002451;N13.HOG0002495;N13.HOG0002709;N13.HOG0002756;N13.HOG0002801;N13.HOG0002833;N13.HOG0002865;N13.HOG0002965;N13.HOG0003079;N13.HOG0003324;N13.HOG0003345;N13.HOG0003347;N13.HOG0003437;N13.HOG0003997;N13.HOG0004055;N13.HOG0004087;N13.HOG0004297;N13.HOG0004383;N13.HOG0004522;N13.HOG0004733;N13.HOG0004793;N13.HOG0004879;N13.HOG0004957;N13.HOG0004983;N13.HOG0005049;N13.HOG0005080;N13.HOG0005084;N13.HOG0005203;N13.HOG0005222;N13.HOG0005313;N13.HOG0005438;N13.HOG0005461;N13.HOG0005505;N13.HOG0005512;N13.HOG0005558;N13.HOG0005604;N13.HOG0005620;N13.HOG0005629;N13.HOG0005679;N13.HOG0005833;N13.HOG0005834;N13.HOG0005899;N13.HOG0005902;N13.HOG0005971;N13.HOG0006012;N13.HOG0006142;N13.HOG0006169;N13.HOG0006174;N13.HOG0006263;N13.HOG0006491;N13.HOG0006495;N13.HOG0006510;N13.HOG0006518;N13.HOG0006539;N13.HOG0006567;N13.HOG0006582;N13.HOG0006699;N13.HOG0006706;N13.HOG0006707;N13.HOG0006720;N13.HOG0006783;N13.HOG0006797;N13.HOG0006824;N13.HOG0006854;N13.HOG0006880;N13.HOG0006902;N13.HOG0006944;N13.HOG0006946;N13.HOG0007122;N13.HOG0007211;N13.HOG0007383;N13.HOG0007396;N13.HOG0007469;N13.HOG0007592;N13.HOG0007641;N13.HOG0007797;N13.HOG0007840;N13.HOG0007897;N13.HOG0007931;N13.HOG0007945;N13.HOG0007979;N13.HOG0008012;N13.HOG0008016;N13.HOG0008090;N13.HOG0008109;N13.HOG0008121;N13.HOG0008139;N13.HOG0008215;N13.HOG0008353;N13.HOG0008395;N13.HOG0008446;N13.HOG0008511;N13.HOG0008530;N13.HOG0008614;N13.HOG0008677;N13.HOG0008706;N13.HOG0008717;N13.HOG0008718;N13.HOG0008808;N13.HOG0008814;N13.HOG0008882;N13.HOG0008908;N13.HOG0008957;N13.HOG0009015;N13.HOG0009118;N13.HOG0009172;N13.HOG0009231;N13.HOG0009247;N13.HOG0009256;N13.HOG0009311;N13.HOG0009399;N13.HOG0009420;N13.HOG0009472;N13.HOG0009516;N13.HOG0009652;N13.HOG0009669;N13.HOG0009810;N13.HOG0010039;N13.HOG0010084;N13.HOG0010221;N13.HOG0010314;N13.HOG0010551;N13.HOG0010674;N13.HOG0010737;N13.HOG0011003;N13.HOG0011999	Binding to heterocyclic compound.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0004672	protein kinase activity	148	12	11.12	1.0791366906474822	0.39634	weight01	12	N13.HOG0004383;N13.HOG0005679;N13.HOG0006174;N13.HOG0007383;N13.HOG0007945;N13.HOG0008215;N13.HOG0008395;N13.HOG0009247;N13.HOG0009311;N13.HOG0009472;N13.HOG0010551;N13.HOG0011999	Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	45	13	3.38	3.8461538461538463	0.4102	weight01	13	N13.HOG0000906;N13.HOG0001720;N13.HOG0001742;N13.HOG0001745;N13.HOG0002709;N13.HOG0003382;N13.HOG0006783;N13.HOG0006902;N13.HOG0007797;N13.HOG0007988;N13.HOG0008012;N13.HOG0008882;N13.HOG0008908	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group act as a hydrogen or electron donor and reduces a hydrogen or electron acceptor.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0140993	histone modifying activity	52	5	3.91	1.278772378516624	0.41447	weight01	5	N13.HOG0002007;N13.HOG0006805;N13.HOG0007979;N13.HOG0009256;N13.HOG0010221	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0016772	transferase activity, transferring phosphorus-containing groups	268	25	20.14	1.2413108242303872	0.41578	weight01	25	N13.HOG0003437;N13.HOG0004383;N13.HOG0004957;N13.HOG0005461;N13.HOG0005512;N13.HOG0005629;N13.HOG0005679;N13.HOG0005833;N13.HOG0005971;N13.HOG0006169;N13.HOG0006174;N13.HOG0006495;N13.HOG0006722;N13.HOG0007211;N13.HOG0007383;N13.HOG0007840;N13.HOG0007945;N13.HOG0008109;N13.HOG0008215;N13.HOG0008395;N13.HOG0009247;N13.HOG0009311;N13.HOG0009472;N13.HOG0010551;N13.HOG0011999	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0008514	organic anion transmembrane transporter activity	67	6	5.04	1.1904761904761905	0.42303	weight01	6	N13.HOG0000887;N13.HOG0000906;N13.HOG0002563;N13.HOG0003838;N13.HOG0006806;N13.HOG0007931	Enables the transfer of organic anions from one side of a membrane to the other. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0016922	nuclear receptor binding	44	4	3.31	1.2084592145015105	0.42406	weight01	4	N13.HOG0005834;N13.HOG0008530;N13.HOG0009652;N13.HOG0011999	Binding to a nuclear receptor protein. Nuclear receptor proteins are DNA-binding transcription factors which are regulated by binding to a ligand.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0000166	nucleotide binding	615	84	46.22	1.8173950670705323	0.44973	weight01	84	N13.HOG0000906;N13.HOG0001332;N13.HOG0001624;N13.HOG0001742;N13.HOG0002327;N13.HOG0002352;N13.HOG0002408;N13.HOG0002709;N13.HOG0002756;N13.HOG0002865;N13.HOG0003079;N13.HOG0003324;N13.HOG0003437;N13.HOG0003997;N13.HOG0004055;N13.HOG0004383;N13.HOG0004957;N13.HOG0005080;N13.HOG0005084;N13.HOG0005222;N13.HOG0005313;N13.HOG0005461;N13.HOG0005505;N13.HOG0005512;N13.HOG0005558;N13.HOG0005604;N13.HOG0005620;N13.HOG0005629;N13.HOG0005679;N13.HOG0005833;N13.HOG0005834;N13.HOG0005899;N13.HOG0005971;N13.HOG0006012;N13.HOG0006142;N13.HOG0006169;N13.HOG0006174;N13.HOG0006495;N13.HOG0006510;N13.HOG0006582;N13.HOG0006706;N13.HOG0006707;N13.HOG0006783;N13.HOG0006824;N13.HOG0006854;N13.HOG0006902;N13.HOG0006946;N13.HOG0007122;N13.HOG0007211;N13.HOG0007383;N13.HOG0007396;N13.HOG0007469;N13.HOG0007641;N13.HOG0007797;N13.HOG0007840;N13.HOG0007897;N13.HOG0007931;N13.HOG0007945;N13.HOG0007979;N13.HOG0008012;N13.HOG0008016;N13.HOG0008090;N13.HOG0008109;N13.HOG0008121;N13.HOG0008215;N13.HOG0008395;N13.HOG0008530;N13.HOG0008614;N13.HOG0008677;N13.HOG0008718;N13.HOG0008814;N13.HOG0008882;N13.HOG0008908;N13.HOG0008957;N13.HOG0009015;N13.HOG0009172;N13.HOG0009231;N13.HOG0009247;N13.HOG0009311;N13.HOG0009420;N13.HOG0009472;N13.HOG0009516;N13.HOG0010039;N13.HOG0010551	Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0019888	protein phosphatase regulator activity	20	2	1.5	1.3333333333333333	0.45016	weight01	2	N13.HOG0008762;N13.HOG0009102	Binds to and modulates the activity of a protein phosphatase.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0004674	protein serine/threonine kinase activity	111	9	8.34	1.079136690647482	0.45748	weight01	9	N13.HOG0005679;N13.HOG0007383;N13.HOG0007945;N13.HOG0008215;N13.HOG0008395;N13.HOG0009247;N13.HOG0009311;N13.HOG0009472;N13.HOG0010551	Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0032182	ubiquitin-like protein binding	34	5	2.56	1.953125	0.46243	weight01	5	N13.HOG0006427;N13.HOG0007383;N13.HOG0008353;N13.HOG0008828;N13.HOG0009543	Binding to a small conjugating protein such as ubiquitin or a ubiquitin-like protein.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0044877	protein-containing complex binding	344	32	25.85	1.2379110251450676	0.47418	weight01	32	N13.HOG0002563;N13.HOG0002756;N13.HOG0004522;N13.HOG0005899;N13.HOG0006174;N13.HOG0006415;N13.HOG0006427;N13.HOG0006720;N13.HOG0006824;N13.HOG0006854;N13.HOG0006880;N13.HOG0007396;N13.HOG0007450;N13.HOG0007493;N13.HOG0007592;N13.HOG0007797;N13.HOG0007979;N13.HOG0008121;N13.HOG0008133;N13.HOG0008395;N13.HOG0008511;N13.HOG0008530;N13.HOG0008717;N13.HOG0008828;N13.HOG0008908;N13.HOG0008982;N13.HOG0009399;N13.HOG0009422;N13.HOG0009571;N13.HOG0010558;N13.HOG0011108;N13.HOG0011272	Binding to a macromolecular complex.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0005254	chloride channel activity	21	2	1.58	1.2658227848101264	0.47585	weight01	2	N13.HOG0000887;N13.HOG0008797	Enables the energy-independent facilitated diffusion of a chloride ion through a transmembrane aqueous pore or channel.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0004402	histone acetyltransferase activity	21	2	1.58	1.2658227848101264	0.47585	weight01	2	N13.HOG0002007;N13.HOG0006805	Catalysis of the reaction: L-lysyl-
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0008276	protein methyltransferase activity	34	3	2.56	1.171875	0.47635	weight01	3	N13.HOG0007667;N13.HOG0007979;N13.HOG0010221	Catalysis of the transfer of a methyl group (CH3-) to a protein.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0070851	growth factor receptor binding	34	3	2.56	1.171875	0.47635	weight01	3	N13.HOG0005107;N13.HOG0009015;N13.HOG0010558	Binding to a growth factor receptor.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0005126	cytokine receptor binding	34	3	2.56	1.171875	0.47635	weight01	3	N13.HOG0001332;N13.HOG0010367;N13.HOG0011999	Binding to a cytokine receptor.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0008194	UDP-glycosyltransferase activity	34	3	2.56	1.171875	0.47635	weight01	3	N13.HOG0003614;N13.HOG0006722;N13.HOG0011005	Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	113	9	8.49	1.0600706713780919	0.4794	weight01	9	N13.HOG0002801;N13.HOG0002833;N13.HOG0004879;N13.HOG0006567;N13.HOG0007979;N13.HOG0008121;N13.HOG0009652;N13.HOG0010737;N13.HOG0011999	Binding to a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0016791	phosphatase activity	85	5	6.39	0.782472613458529	0.48101	weight01	5	N13.HOG0002634;N13.HOG0007575;N13.HOG0007592;N13.HOG0007840;N13.HOG0008762	Catalysis of the hydrolysis of a phosphoric monoester, releasing a phosphate.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0046943	carboxylic acid transmembrane transporter activity	48	4	3.61	1.10803324099723	0.49216	weight01	4	N13.HOG0000887;N13.HOG0003838;N13.HOG0006806;N13.HOG0007931	Enables the transfer of carboxylic acids from one side of a membrane to the other. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-).
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0003724	RNA helicase activity	35	3	2.63	1.1406844106463878	0.496	weight01	3	N13.HOG0003324;N13.HOG0006582;N13.HOG0008121	Unwinding of an RNA helix, driven by ATP hydrolysis.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0016209	antioxidant activity	22	2	1.65	1.2121212121212122	0.50079	weight01	2	N13.HOG0002708;N13.HOG0005558	Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0030276	clathrin binding	22	2	1.65	1.2121212121212122	0.50079	weight01	2	N13.HOG0008982;N13.HOG0009422	Binding to a clathrin heavy or light chain, the main components of the coat of coated vesicles and coated pits, and which also occurs in synaptic vesicles.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0004386	helicase activity	70	6	5.26	1.1406844106463878	0.50481	weight01	6	N13.HOG0002408;N13.HOG0003324;N13.HOG0006582;N13.HOG0008121;N13.HOG0009311;N13.HOG0009399	Catalysis of the reaction: ATP + H2O = ADP + phosphate, to drive the unwinding of a DNA or RNA helix.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0015103	inorganic anion transmembrane transporter activity	34	3	2.56	1.171875	0.50521	weight01	3	N13.HOG0000887;N13.HOG0000906;N13.HOG0008797	Enables the transfer of inorganic anions from one side of a membrane to the other. Inorganic anions are atoms or small molecules with a negative charge which do not contain carbon in covalent linkage.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0043169	cation binding	803	66	60.35	1.0936205468102733	0.51095	weight01	66	N13.HOG0001371;N13.HOG0001720;N13.HOG0001792;N13.HOG0001925;N13.HOG0002007;N13.HOG0002408;N13.HOG0002573;N13.HOG0002709;N13.HOG0002757;N13.HOG0003075;N13.HOG0003345;N13.HOG0003347;N13.HOG0003437;N13.HOG0003997;N13.HOG0004297;N13.HOG0004383;N13.HOG0004891;N13.HOG0005169;N13.HOG0005203;N13.HOG0005222;N13.HOG0005512;N13.HOG0005558;N13.HOG0005679;N13.HOG0005833;N13.HOG0005834;N13.HOG0006063;N13.HOG0006169;N13.HOG0006174;N13.HOG0006381;N13.HOG0006468;N13.HOG0006491;N13.HOG0006510;N13.HOG0006699;N13.HOG0006706;N13.HOG0006720;N13.HOG0006768;N13.HOG0006806;N13.HOG0006892;N13.HOG0006996;N13.HOG0007383;N13.HOG0007450;N13.HOG0007555;N13.HOG0007669;N13.HOG0007757;N13.HOG0007945;N13.HOG0007988;N13.HOG0008012;N13.HOG0008016;N13.HOG0008109;N13.HOG0008121;N13.HOG0008215;N13.HOG0008446;N13.HOG0008530;N13.HOG0008828;N13.HOG0008844;N13.HOG0009118;N13.HOG0009137;N13.HOG0009231;N13.HOG0009247;N13.HOG0009256;N13.HOG0009311;N13.HOG0010084;N13.HOG0010221;N13.HOG0010831;N13.HOG0011005;N13.HOG0011149	Binding to a cation, a charged atom or group of atoms with a net positive charge.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0008170	N-methyltransferase activity	36	3	2.71	1.1070110701107012	0.51527	weight01	3	N13.HOG0006699;N13.HOG0007979;N13.HOG0010221	Catalysis of the transfer of a methyl group to the nitrogen atom of an acceptor molecule.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0008047	enzyme activator activity	162	12	12.17	0.98603122432210355	0.52223	weight01	12	N13.HOG0001720;N13.HOG0003113;N13.HOG0003997;N13.HOG0004879;N13.HOG0005899;N13.HOG0006427;N13.HOG0007407;N13.HOG0007469;N13.HOG0007757;N13.HOG0008305;N13.HOG0009015;N13.HOG0009137	A molecular function regulator that increases a catalytic activity.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0140101	catalytic activity, acting on a tRNA	50	4	3.76	1.0638297872340425	0.52495	weight01	4	N13.HOG0001332;N13.HOG0005620;N13.HOG0008090;N13.HOG0008109	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0061135	endopeptidase regulator activity	23	2	1.73	1.1560693641618498	0.52496	weight01	2	N13.HOG0002865;N13.HOG0006427	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0004519	endonuclease activity	45	3	3.38	0.8875739644970414	0.52630999999999994	weight01	3	N13.HOG0003324;N13.HOG0007669;N13.HOG0008511	Catalysis of the cleavage of ester linkages within nucleic acids by creating internal breaks.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0000976	transcription cis-regulatory region binding	193	16	14.5	1.103448275862069	0.54555	weight01	16	N13.HOG0002801;N13.HOG0002833;N13.HOG0003345;N13.HOG0003347;N13.HOG0004879;N13.HOG0005203;N13.HOG0005834;N13.HOG0006567;N13.HOG0007979;N13.HOG0008121;N13.HOG0008808;N13.HOG0009420;N13.HOG0009652;N13.HOG0009669;N13.HOG0010737;N13.HOG0011999	Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0003824	catalytic activity	1697	167	127.53	1.309495804908649	0.54563	weight01	167	N13.HOG0000342;N13.HOG0000561;N13.HOG0000906;N13.HOG0001168;N13.HOG0001332;N13.HOG0001371;N13.HOG0001624;N13.HOG0001720;N13.HOG0001742;N13.HOG0001745;N13.HOG0001925;N13.HOG0001967;N13.HOG0002007;N13.HOG0002304;N13.HOG0002310;N13.HOG0002327;N13.HOG0002352;N13.HOG0002408;N13.HOG0002474;N13.HOG0002634;N13.HOG0002708;N13.HOG0002709;N13.HOG0002756;N13.HOG0002821;N13.HOG0002865;N13.HOG0003075;N13.HOG0003079;N13.HOG0003324;N13.HOG0003382;N13.HOG0003437;N13.HOG0003614;N13.HOG0003761;N13.HOG0003997;N13.HOG0004055;N13.HOG0004383;N13.HOG0004659;N13.HOG0004891;N13.HOG0004957;N13.HOG0004983;N13.HOG0005080;N13.HOG0005084;N13.HOG0005107;N13.HOG0005142;N13.HOG0005169;N13.HOG0005222;N13.HOG0005313;N13.HOG0005438;N13.HOG0005461;N13.HOG0005512;N13.HOG0005558;N13.HOG0005604;N13.HOG0005620;N13.HOG0005629;N13.HOG0005679;N13.HOG0005716;N13.HOG0005767;N13.HOG0005833;N13.HOG0005834;N13.HOG0005897;N13.HOG0005899;N13.HOG0005902;N13.HOG0005971;N13.HOG0006012;N13.HOG0006063;N13.HOG0006106;N13.HOG0006169;N13.HOG0006174;N13.HOG0006180;N13.HOG0006231;N13.HOG0006298;N13.HOG0006381;N13.HOG0006468;N13.HOG0006491;N13.HOG0006495;N13.HOG0006510;N13.HOG0006518;N13.HOG0006574;N13.HOG0006582;N13.HOG0006699;N13.HOG0006706;N13.HOG0006707;N13.HOG0006720;N13.HOG0006722;N13.HOG0006768;N13.HOG0006783;N13.HOG0006805;N13.HOG0006824;N13.HOG0006854;N13.HOG0006892;N13.HOG0006902;N13.HOG0006944;N13.HOG0006946;N13.HOG0006996;N13.HOG0007037;N13.HOG0007122;N13.HOG0007164;N13.HOG0007211;N13.HOG0007372;N13.HOG0007383;N13.HOG0007396;N13.HOG0007412;N13.HOG0007413;N13.HOG0007450;N13.HOG0007469;N13.HOG0007492;N13.HOG0007555;N13.HOG0007575;N13.HOG0007592;N13.HOG0007667;N13.HOG0007669;N13.HOG0007686;N13.HOG0007781;N13.HOG0007789;N13.HOG0007797;N13.HOG0007840;N13.HOG0007897;N13.HOG0007931;N13.HOG0007945;N13.HOG0007979;N13.HOG0007988;N13.HOG0008012;N13.HOG0008016;N13.HOG0008090;N13.HOG0008109;N13.HOG0008121;N13.HOG0008133;N13.HOG0008139;N13.HOG0008215;N13.HOG0008395;N13.HOG0008446;N13.HOG0008454;N13.HOG0008484;N13.HOG0008502;N13.HOG0008511;N13.HOG0008530;N13.HOG0008677;N13.HOG0008679;N13.HOG0008718;N13.HOG0008762;N13.HOG0008814;N13.HOG0008818;N13.HOG0008828;N13.HOG0008844;N13.HOG0008882;N13.HOG0008908;N13.HOG0008957;N13.HOG0008988;N13.HOG0009015;N13.HOG0009118;N13.HOG0009172;N13.HOG0009231;N13.HOG0009247;N13.HOG0009256;N13.HOG0009311;N13.HOG0009399;N13.HOG0009420;N13.HOG0009472;N13.HOG0009966;N13.HOG0009991;N13.HOG0010039;N13.HOG0010084;N13.HOG0010221;N13.HOG0010551;N13.HOG0010849;N13.HOG0011003;N13.HOG0011005;N13.HOG0011999	Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0005488	binding	2953	230	221.93	1.0363628171044923	0.546	weight01	230	N13.HOG0000645;N13.HOG0000906;N13.HOG0001332;N13.HOG0001359;N13.HOG0001371;N13.HOG0001624;N13.HOG0001720;N13.HOG0001742;N13.HOG0001763;N13.HOG0001792;N13.HOG0001925;N13.HOG0001967;N13.HOG0002007;N13.HOG0002310;N13.HOG0002327;N13.HOG0002352;N13.HOG0002408;N13.HOG0002451;N13.HOG0002474;N13.HOG0002495;N13.HOG0002563;N13.HOG0002573;N13.HOG0002634;N13.HOG0002709;N13.HOG0002756;N13.HOG0002757;N13.HOG0002782;N13.HOG0002801;N13.HOG0002833;N13.HOG0002865;N13.HOG0002963;N13.HOG0002965;N13.HOG0003075;N13.HOG0003079;N13.HOG0003113;N13.HOG0003324;N13.HOG0003345;N13.HOG0003347;N13.HOG0003437;N13.HOG0003473;N13.HOG0003614;N13.HOG0003761;N13.HOG0003838;N13.HOG0003997;N13.HOG0004055;N13.HOG0004087;N13.HOG0004297;N13.HOG0004383;N13.HOG0004426;N13.HOG0004522;N13.HOG0004733;N13.HOG0004793;N13.HOG0004879;N13.HOG0004886;N13.HOG0004891;N13.HOG0004957;N13.HOG0004983;N13.HOG0005049;N13.HOG0005080;N13.HOG0005084;N13.HOG0005107;N13.HOG0005142;N13.HOG0005169;N13.HOG0005203;N13.HOG0005222;N13.HOG0005313;N13.HOG0005407;N13.HOG0005438;N13.HOG0005461;N13.HOG0005505;N13.HOG0005512;N13.HOG0005558;N13.HOG0005604;N13.HOG0005620;N13.HOG0005629;N13.HOG0005679;N13.HOG0005767;N13.HOG0005785;N13.HOG0005810;N13.HOG0005833;N13.HOG0005834;N13.HOG0005899;N13.HOG0005902;N13.HOG0005971;N13.HOG0006012;N13.HOG0006063;N13.HOG0006142;N13.HOG0006169;N13.HOG0006174;N13.HOG0006263;N13.HOG0006291;N13.HOG0006298;N13.HOG0006381;N13.HOG0006415;N13.HOG0006427;N13.HOG0006468;N13.HOG0006491;N13.HOG0006495;N13.HOG0006510;N13.HOG0006518;N13.HOG0006537;N13.HOG0006539;N13.HOG0006567;N13.HOG0006574;N13.HOG0006582;N13.HOG0006699;N13.HOG0006706;N13.HOG0006707;N13.HOG0006720;N13.HOG0006722;N13.HOG0006768;N13.HOG0006783;N13.HOG0006797;N13.HOG0006805;N13.HOG0006806;N13.HOG0006824;N13.HOG0006854;N13.HOG0006880;N13.HOG0006892;N13.HOG0006902;N13.HOG0006944;N13.HOG0006946;N13.HOG0006996;N13.HOG0007037;N13.HOG0007122;N13.HOG0007164;N13.HOG0007211;N13.HOG0007372;N13.HOG0007383;N13.HOG0007396;N13.HOG0007407;N13.HOG0007413;N13.HOG0007450;N13.HOG0007453;N13.HOG0007469;N13.HOG0007492;N13.HOG0007493;N13.HOG0007555;N13.HOG0007575;N13.HOG0007592;N13.HOG0007641;N13.HOG0007645;N13.HOG0007669;N13.HOG0007757;N13.HOG0007797;N13.HOG0007833;N13.HOG0007840;N13.HOG0007897;N13.HOG0007931;N13.HOG0007945;N13.HOG0007979;N13.HOG0007988;N13.HOG0008012;N13.HOG0008016;N13.HOG0008090;N13.HOG0008109;N13.HOG0008121;N13.HOG0008133;N13.HOG0008139;N13.HOG0008215;N13.HOG0008289;N13.HOG0008332;N13.HOG0008353;N13.HOG0008395;N13.HOG0008414;N13.HOG0008422;N13.HOG0008434;N13.HOG0008446;N13.HOG0008484;N13.HOG0008494;N13.HOG0008511;N13.HOG0008530;N13.HOG0008614;N13.HOG0008656;N13.HOG0008677;N13.HOG0008706;N13.HOG0008717;N13.HOG0008718;N13.HOG0008762;N13.HOG0008808;N13.HOG0008814;N13.HOG0008818;N13.HOG0008828;N13.HOG0008844;N13.HOG0008852;N13.HOG0008882;N13.HOG0008908;N13.HOG0008957;N13.HOG0008968;N13.HOG0008982;N13.HOG0008988;N13.HOG0009015;N13.HOG0009102;N13.HOG0009118;N13.HOG0009137;N13.HOG0009172;N13.HOG0009231;N13.HOG0009247;N13.HOG0009256;N13.HOG0009311;N13.HOG0009377;N13.HOG0009399;N13.HOG0009420;N13.HOG0009422;N13.HOG0009472;N13.HOG0009516;N13.HOG0009543;N13.HOG0009571;N13.HOG0009587;N13.HOG0009652;N13.HOG0009663;N13.HOG0009669;N13.HOG0009810;N13.HOG0010039;N13.HOG0010084;N13.HOG0010221;N13.HOG0010314;N13.HOG0010367;N13.HOG0010401;N13.HOG0010551;N13.HOG0010558;N13.HOG0010674;N13.HOG0010737;N13.HOG0010831;N13.HOG0011003;N13.HOG0011005;N13.HOG0011108;N13.HOG0011149;N13.HOG0011272;N13.HOG0011999	The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0003725	double-stranded RNA binding	24	2	1.8	1.1111111111111112	0.54834	weight01	2	N13.HOG0008121;N13.HOG0009399	Binding to double-stranded RNA.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	MF	GO:0046332	SMAD binding	24	2	1.8	1.1111111111111112	0.54834	weight01	2	N13.HOG0004879;N13.HOG0005834	Binding to a SMAD signaling protein.
