HOG	OG	stage	baseMean_pd	baseMean_vv	log2FC_raw_pd	log2FC_raw_vv	lfcSE_raw_pd	lfcSE_raw_vv	log2FC_ash_pd	log2FC_ash_vv	lfcSE_ash_pd	lfcSE_ash_vv	ash_lfsr_pd	ash_lfsr_vv	pvalue_pd	pvalue_vv	padj_global_pd	padj_global_vv	genomic_member_count_pd	genomic_member_count_vv	genomic_member_ids_pd	genomic_member_ids_vv	present_in_both_species	relationship_class
N13.HOG0006846	OG0003306	L2	4861.817769541025	5979.83745635874	0.3987448648150509	0.07989010289263475	0.20011853608595265	0.15688030630024527	0.22626868190865207	0.04387573441847701	0.15678515150748357	0.11675135017539	0.07109138992824096	0.3540090872258752	0.04631147018737167	0.6105823301247066	0.2315243067198142	0.8172899264486297	1	1	LOC107064251	LOC127071592	TRUE	one_to_one
N13.HOG0006847	OG0003307	L2	3374.9134112106717	2940.8219201633556	0.4128740035171975	0.34453778412179564	0.377119094459948	0.3899952728524664	0.11331943203172982	0.08159940190674422	0.2019656771744631	0.2037289631319013	0.2878457121484453	0.3458424205422527	0.27359959666516553	0.37699808798477025	0.5754147731587823	0.6468529936185435	1	1	LOC107065215	LOC127068050	TRUE	one_to_one
N13.HOG0006848	OG0003308	L2	24640.36030632757	46444.724525239566	0.1233360962707591	-0.06477314807270729	0.3945590274507893	0.21316895091379523	0.03118945298369461	-0.02691762725230239	0.1987520594164429	0.13781178052311133	0.4387823739943892	0.4235230439966233	0.7545904627865805	0.7612358731930403	0.9005534188787603	0.9007534734895366	1	1	LOC107068608	LOC127069692	TRUE	one_to_one
N13.HOG0006849	OG0003309	L2	2383.446604364174	5565.2924416678225	-0.3468369297276867	-0.00746142248943625	0.18239046482516005	0.1582983380211401	-0.21044853042951853	-0.00405111145343253	0.1466367081741305	0.11664558955547058	0.07334122402033771	0.4862397439949324	0.05722115689785986	0.9624054796719302	0.26002259940845396	0.9882730993034856	1	1	LOC107071843	LOC127068872	TRUE	one_to_one
N13.HOG0006850	OG0003310	L2	517.1051680015129	725.2662469686619	0.7107123910724069	0.2245321119174488	0.18838275863712253	0.1405831639580452	0.46623288423877823	0.13838462375663568	0.17471875469785453	0.114471540666214	0.00171816218110352	0.1081443626025406	1.6148781803164658e-4	0.1102327321928218	0.00605871163072948	0.31576331961365633	1	1	LOC107073031	LOC127069420	TRUE	one_to_one
N13.HOG0006851	OG0003311	L2	4352.216686250912	5907.50561156199	-0.03291419455931006	-0.04534908123871688	0.22925419089161225	0.16209193139043582	-0.01581350722861868	-0.02417736947891259	0.15895046802155705	0.118513315714212	0.4609120836504905	0.4196635849528671	0.8858394448380574	0.7796510271522444	0.9582360199950088	0.9097863173186318	1	1	LOC107071075	LOC127072537	TRUE	one_to_one
N13.HOG0006852	OG0003312	L2	112.07483889058793	128.4088108932737	-0.3277107810456146	0.0672088065505475	0.5446675107985648	0.4004865871435519	-0.05161738074386768	0.01444583038446671	0.2177822078983264	0.18614387808745808	0.40823482569408687	0.47092450811977427	0.54739299226531	0.8667265626035049	0.7882864116963019	0.9493888693296182	1	1	LOC107064550	LOC127063057	TRUE	one_to_one
N13.HOG0006853	OG0003313	L2	217.50314134167667	169.99260957496583	-0.838173126124318	-0.10416080415563368	0.28128915750771805	0.21892058922243932	-0.3825121150963041	-0.04235082346980453	0.2279002344291623	0.14064720781926124	0.02874664352405731	0.3828238817443554	0.00288477830176108	0.6342221168925477	0.0437375151123377	0.8319234703302172	1	1	LOC107064056	LOC127064075	TRUE	one_to_one
N13.HOG0006854	OG0003314	L2	3227.343319021449	3509.537181927898	0.47210548252572865	0.07589924920593549	0.16629428207947392	0.10965389488680102	0.3149966607124533	0.05323876452454759	0.1430324041376322	0.09214423757554362	0.011825958439054641	0.2816870754214673	0.00452585550423853	0.4888299303157306	0.05850628522222751	0.7366318435342459	1	1	LOC107074154	LOC127064811	TRUE	one_to_one
N13.HOG0006855	OG0003315	L2	735.7258942913096	615.9190571180887	-0.03656993791544272	0.4053941818645502	0.11678442231784868	0.11361873691797512	-0.02761273414770779	0.3142154716700666	0.10161848843469334	0.114234652963856	0.3943762322349787	0.00122241068787304	0.754173884790432	3.5968596061008214e-4	0.9004080089875914	0.00462097699279404	1	1	LOC107065899	LOC127072130	TRUE	one_to_one
N13.HOG0006856	OG0003316	L2	155.9773670414159	361.4346986801133	0.11081258053041064	-0.22653113876225325	0.21243481792418595	0.1103984087422789	0.05730957031228255	-0.1628466898665808	0.15331127778095113	0.09674497631040424	0.35577070917148	0.04258897461004884	0.6019272945462002	0.04017529317741605	0.8207149712232841	0.16319642630503767	1	1	LOC107073041	LOC127069302	TRUE	one_to_one
N13.HOG0006857	OG0003317	L2	1354.107981130495	1485.4501349912289	0.581306106236168	0.07394816566174257	0.31785835142347646	0.11891720546044586	0.2065892043090774	0.04945140596843049	0.20130226716203892	0.0975666075631558	0.14530504897388544	0.30623208714810773	0.06742639113700676	0.534043262228223	0.283850431870781	0.7688363756511399	1	1	LOC107073030	LOC127069416	TRUE	one_to_one
N13.HOG0006858	OG0003318	L2	2635.3688916708043	3653.5527331100784	0.6358491608547591	0.9979399184042472	0.4359761995714036	0.34030515711380255	0.1454279384749259	0.5914608607018756	0.21848681978524567	0.40598917956012465	0.24995433401338188	0.03971490311052263	0.14471675426770597	0.00336260689196935	0.4227162929215291	0.02667473311651996	1	1	LOC107065354	LOC127062261	TRUE	one_to_one
N13.HOG0006859	OG0003319	L2	422.3865141552317	441.6308456967785	0.40468118838372	-0.12451306870929084	0.2473625317621077	0.2974132622697781	0.18707427522209225	-0.03689859433290124	0.17430873270761232	0.16359612905610002	0.1384389302919225	0.4130126848711883	0.1018428986475174	0.675469468726867	0.3547193285894889	0.8560015480964097	1	1	LOC107066204	LOC127067539	TRUE	one_to_one
N13.HOG0006860	OG0003320	L2	550.6395341982965	816.2501722633673	-0.17400946113350071	0.04374098877187971	0.22750903135141304	0.17403690163881785	-0.08485312186238353	0.02194201759877655	0.16009538289111555	0.12342023370643476	0.2994952399220606	0.4299822455026536	0.44436302067589817	0.8015576755061193	0.7201162079852184	0.92005053437879	1	1	LOC107065648	LOC127068257	TRUE	one_to_one
N13.HOG0006861	OG0003321	L2	860.2787724785455	201.3471335122232	-2.2923284616125215	-0.24704727680100896	0.5946732189289093	0.1462495624547466	-1.1456444786900002	-0.14910849546413746	0.9460349609467836	0.1189769906541628	0.03966943614946883	0.09846627848693323	1.1583849745251132e-4	0.09117781347588166	0.00476024887038721	0.28020646066547583	1	1	LOC107065647	LOC127068254	TRUE	one_to_one
N13.HOG0006862	OG0003322	L2	214.6797089901293	892.9190557998555	-0.3758170330671388	-0.6540473267607941	0.30654939536660786	0.2641863215842856	-0.13496496621515977	-0.3334461340618165	0.1882066958808971	0.26815021177688064	0.23617219591796124	0.06303209662919063	0.22021405169152736	0.01329734980107426	0.5200879850508795	0.07440957729295808	1	1	LOC107068823	LOC127062806	TRUE	one_to_one
N13.HOG0006863	OG0003323	L2	1298.3448212130086	1638.4040605520297	0.27743972260503474	-0.12591941131806147	0.2081143021552576	0.16796295671266012	0.14881010139692744	-0.06575837935592607	0.15554402012560972	0.12270664977597188	0.16881586693515993	0.2959753084891783	0.18249497465606443	0.4534440774988361	0.4744970924678413	0.7094727109548404	1	1	LOC107068308	LOC127061960	TRUE	one_to_one
N13.HOG0006864	OG0003324	L2	153.18453714187623	239.21187155466012	-0.16072896051987956	-0.26402189543665733	0.18345504441037183	0.32436116934187303	-0.0943547856697558	-0.07401222168618073	0.1418033937423212	0.18005485373611813	0.2542567040702022	0.34151819402975925	0.38096383221406543	0.415659250670141	0.67209699303856	0.6796010659864425	1	1	LOC107072898	LOC127066087	TRUE	one_to_one
N13.HOG0006865	OG0003325	L2	442.0925068086654	2155.075785680185	-1.014938723302085	0.01239039434418994	0.604673916987514	0.34441659313857603	-0.14479330383110062	0.00310994045143179	0.24928411222441227	0.17256747948104337	0.2736208089375799	0.4931370525645776	0.09325160994270086	0.9713022760110428	0.33835701971182475	0.9908748366542512	1	1	LOC107066869	LOC127064296	TRUE	one_to_one
N13.HOG0006866	OG0003326	L2	142.77922979269846	101.84580305039142	0.6686016038069417	0.7195578800262225	0.6723374114416857	0.5897781364068612	0.07623486250991277	0.1262493606460242	0.23276892703869367	0.2919043460078214	0.3734143270659019	0.3334542156074817	0.3200069737861294	0.2224465222941793	0.6204837791189557	0.4826522625414973	1	1	LOC107072352	LOC127066174	TRUE	one_to_one
N13.HOG0006867	OG0003327	L2	377.2659492709601	775.3015062847	-0.22023927929563425	0.18614894853007108	0.4132282095182665	0.2437119898256831	-0.05236626855684694	0.06902471342553268	0.2025327542326577	0.1521739739371743	0.3996434626277981	0.32542312482628016	0.5940526044000942	0.4449822042825972	0.8157029328894565	0.703015162993778	1	1	LOC107066311	LOC127070731	TRUE	one_to_one
N13.HOG0006868	OG0003328	L2	1025.2695187411855	1573.5991136145062	-0.06920595988301244	-0.1640019470944977	0.2460753234984508	0.22666615028390613	-0.03102734085254914	-0.06513415948948374	0.16494924780136058	0.1456317973055573	0.42638142204168217	0.3278226370086287	0.7785271497780392	0.469348403292329	0.9114797351357392	0.721548110152009	1	1	LOC107066201	LOC127067553	TRUE	one_to_one
N13.HOG0006869	OG0003329	L2	1586.9510093736756	3142.257448692845	0.15314714080360517	-0.11984521618859244	0.28104115361472287	0.16891846618212986	0.05970236304132534	-0.06221885644008339	0.17625324133875678	0.12291194196160168	0.3689194186263593	0.30647963550247237	0.5858031674652493	0.4780231959832745	0.8115890204262005	0.7276794584670345	1	1	LOC107065337	LOC127068065	TRUE	one_to_one
N13.HOG0006870	OG0003330	L2	1033.232151018232	1080.5174548286277	-0.2178624755388098	0.15524402848399352	0.18393813529176536	0.1282647271067368	-0.12854905142059497	0.10008689235379674	0.14341482303406228	0.10461869154733858	0.18542186680625228	0.16743273111777365	0.2362415355251429	0.22614815973307337	0.5380046167124097	0.48695671619070074	1	1	LOC107064162	LOC127063241	TRUE	one_to_one
N13.HOG0006871	OG0003331	L2	7996.3682127923	5523.308536981847	-0.11866177645535723	0.417800576120168	0.4812739091357829	0.2562692918709661	-0.02247430422818699	0.16588481864573526	0.20969034878803805	0.1873455681361149	0.45827764983798935	0.1677257529595293	0.8052505632059027	0.10303419249473118	0.9242573091693396	0.3025016524179611	1	1	LOC107069945	LOC127062644	TRUE	one_to_one
N13.HOG0006872	OG0003332	L2	1698.1408483292898	2527.878736367469	0.2888490982407478	0.02982388030023005	0.19339692909743256	0.13759144959646946	0.1654059032570989	0.01804384232415824	0.14975331063969233	0.10708205052481631	0.1336020889686295	0.433368475017005	0.13529176874454632	0.828397891574618	0.4098456586320765	0.9328147135424948	1	1	LOC107072598	LOC127070464	TRUE	one_to_one
N13.HOG0006873	OG0003333	L2	588.5074304119221	440.1092183388911	0.335854340480458	0.27290562276689595	0.5700458253860995	0.30417563157392674	0.04922177534574415	0.08232732164308067	0.21982597440206816	0.17610539351241916	0.4133358266359859	0.31958894255993253	0.555746720081046	0.3696135274950576	0.7933924017008842	0.6398881043133141	1	1	LOC107070853	LOC127061468	TRUE	one_to_one
N13.HOG0006874	OG0003334	L2	156.79812252155506	507.34648275530793	0.1561406083769797	-0.921812163415204	0.42599953371537	0.32323453097677346	0.03544920831864061	-0.5323746585534002	0.2034741474588584	0.37971353817776665	0.4321542763342552	0.04326247499428393	0.7139713835502022	0.00434673970401635	0.8808664375496551	0.03237561894738904	1	1	LOC107070143	LOC127063599	TRUE	one_to_one
N13.HOG0006875	OG0003335	L2	1874.486823679999	2005.2200138740095	-0.02978100133347069	0.8214089430717434	0.47038160822039665	0.28772688211804165	-0.0058316615323608	0.4863529454834424	0.2081657263559676	0.33632615673417854	0.4890791906340787	0.03689823917140104	0.9495177201316316	0.0043060998029646	0.9827862702989704	0.03216576831621536	1	1	LOC107070148	LOC127063462	TRUE	one_to_one
N13.HOG0006876	OG0003336	L2	993.4792297849364	1153.5970103534485	-0.1507866184589071	-0.3181460878120171	0.2700740855503903	0.1738847740152936	-0.0614632325351892	-0.17282197195083257	0.17321581503170436	0.1397662276816581	0.36287275503684313	0.09544593553469594	0.5766287846802254	0.06730417561826821	0.8061446318583058	0.22993597364248217	1	1	LOC107069985	LOC127061704	TRUE	one_to_one
N13.HOG0006877	OG0003337	L2	561.281048043706	1383.3686467773412	-0.24575277060844183	0.24824683371446107	0.5907169166611533	0.4348923136194142	-0.03390521395998924	0.0505456849625189	0.22020742657993947	0.20269973039209607	0.4403711619124857	0.406382215016038	0.6773920002787195	0.568119165007889	0.862120619478334	0.7910591954496163	1	1	LOC107065758	LOC127067994	TRUE	one_to_one
N13.HOG0006878	OG0003338	L2	1530.7729584223812	727.6889363206809	0.23415490864723723	0.25027055453486474	0.19567728046192195	0.19354599889978433	0.13168377425612113	0.11926887936975084	0.1490958072854468	0.14034685256576335	0.18878740615912148	0.19176681616045888	0.23144760449082896	0.19598322312854893	0.5329811843728252	0.4495654765933512	1	1	LOC107069371	LOC127063972	TRUE	one_to_one
N13.HOG0006879	OG0003339	L2	704.5934703174756	418.6022884731363	-0.11100513482065089	-0.2145046122190035	0.23381482385283292	0.11343006185183292	-0.05247360553555396	-0.1513580537165301	0.16125042258111252	0.09815938237466366	0.37385439036097823	0.05789644642428793	0.6349604579989019	0.0586145003054302	0.8388289885824892	0.2103277293939778	1	1	LOC107069376	LOC127064161	TRUE	one_to_one
N13.HOG0006880	OG0003340	L2	2366.5215361183914	2934.9014238622194	0.4250654640636431	0.1589664340578096	0.14101368400366876	0.15242381272511718	0.3112156124370119	0.09049594454022844	0.125350499743771	0.11703106913249578	0.00577978383678274	0.2180874579956212	0.00257525310766314	0.2969835490760645	0.04061821187379377	0.5676498729851047	1	1	LOC107069630	LOC127072134	TRUE	one_to_one
N13.HOG0006881	OG0003341	L2	1133.6089542711595	827.5432440460273	0.07615646741537918	-0.0799882728481618	0.2431910254687805	0.313143236454456	0.03456337982070363	-0.02230022460635739	0.16405737070278334	0.1660334214094026	0.4176431752251811	0.4483818136280193	0.7541629616817408	0.7983858333621874	0.9004080089875914	0.9186729763383292	1	1	LOC107068602	LOC127069708	TRUE	one_to_one
N13.HOG0006882	OG0003342	L2	784.9212362102364	708.0661262701193	-0.12074978445587324	-0.10650161647293716	0.25992847700443117	0.2820113404999868	-0.05123040129548609	-0.03330683139397564	0.1698317766333418	0.15892385953981544	0.3828616439147797	0.4189234935686037	0.6422537166524961	0.7056905270237745	0.8430779431658679	0.8720697903696155	1	1	LOC107065100	LOC127062583	TRUE	one_to_one
N13.HOG0006883	OG0003343	L2	404.71151526603535	194.484066085858	0.03140150590615775	-0.3729251303714206	0.3384076467536465	0.1372590919320415	0.00973617612069811	-0.2525406731004962	0.18846034864723632	0.12762490473331012	0.4797522953457272	0.01542313240237469	0.9260688452868188	0.00658879518673308	0.9742532888776716	0.04420049590328891	1	1	LOC107064503	LOC127069210	TRUE	one_to_one
N13.HOG0006884	OG0003344	L2	611.7773046972782	834.1184981668972	0.12948416145008185	-0.03839276878704818	0.214897645327409	0.10918514343943823	0.06635844987044766	-0.02692795321737953	0.15456367778114188	0.09151815326680245	0.33539108940004214	0.3844829402730625	0.5468155685248042	0.7251157855209347	0.787839457303936	0.8818076909493218	1	1	LOC107074477	LOC127066724	TRUE	one_to_one
N13.HOG0006885	OG0003345	L2	12.927807588243075	24.610483808030175	0.2999638396565929	0.45745429873385457	0.34033409503784895	0.6047700814200985	0.09351934807435802	0.06956351752992733	0.1925300503942488	0.2522189765374162	0.31488618105611094	0.39924977173882015	0.3781119008038422	0.44940325422972816	0.6696308457721968	0.7061797481377	1	1	LOC107070323	LOC127068369	TRUE	one_to_one
N13.HOG0006886	OG0003346	L2	99.46133706000884	192.01818281703788	-0.47352240338093093	0.4236335068910549	0.4388037017488068	0.32957708932550017	-0.10507470565436176	0.12684227532154344	0.21159680852494964	0.204907786399841	0.31048864605483273	0.257873178826705	0.2805336750858675	0.19865771676689928	0.5825714440857134	0.4530147712487591	1	1	LOC107072684	LOC127070454	TRUE	one_to_one
N13.HOG0006887	OG0003347	L2	202.30984975212556	327.32151622653777	-0.32219447089782566	0.487484125816714	0.3159408039737592	0.32630604858350615	-0.11072600004225508	0.15509960458616787	0.18836368529694683	0.2188804405314476	0.27906454998365215	0.22113608885069985	0.3078262674921804	0.13518932559983032	0.6087568549480583	0.3589918756866917	1	1	LOC107072808	LOC127070449	TRUE	one_to_one
N13.HOG0006888	OG0003348	L2	234.82006084235636	428.3144464913951	-0.44445577264170966	-0.102203196529627	0.13258392586874213	0.10328549755345498	-0.33733569237895117	-0.0742325989435153	0.12011034671779164	0.08854487512952565	0.00211446929041858	0.2003455544618321	8.015474509430439e-4	0.3224081693186585	0.0184966396542855	0.5936993374892651	1	1	LOC107072556	LOC127068546	TRUE	one_to_one
N13.HOG0006889	OG0003349	L2	364.9561787953652	95.47101066210574	-0.6827128713824064	-0.22273537757753897	0.4045085038068987	0.2405887020095544	-0.17633747555158252	-0.08465759022118056	0.2189873454727799	0.15391422924338638	0.20393910231093115	0.2897904512398267	0.09145749927471264	0.35455347628858774	0.3347946544766323	0.6255041842700981	1	1	LOC107067448	LOC127064839	TRUE	one_to_one
N13.HOG0006890	OG0003350	L2	569.1268459454471	806.5293200775448	0.08310082478505053	0.23446449066606548	0.37437458546782265	0.2669630344511817	0.02256672769678542	0.08021483205830582	0.19525505990073183	0.1625618307135605	0.4548226580308604	0.3102303065063188	0.8243353699221719	0.3797995160157921	0.9325250216107378	0.6493175763433255	1	1	LOC107074465	LOC127069035	TRUE	one_to_one
N13.HOG0006891	OG0003351	L2	614.6553858029839	570.0635440458755	-0.1136697417407813	0.29756227266601715	0.1730215550323755	0.22584441312178913	-0.06938241808709365	0.12461731646182558	0.13586715162061197	0.15702272530467104	0.3064536830494672	0.2053789502000966	0.511201058595101	0.18765289986621372	0.764652996460721	0.4375607632041032	1	1	LOC107068915	LOC127070646	TRUE	one_to_one
N13.HOG0006892	OG0003352	L2	2786.1839248339734	5305.902973938167	0.3995110585141922	0.10159727845936709	0.25283729282445405	0.19688143766347035	0.1802123681005953	0.04579152232338052	0.17571732252052302	0.13312014040224965	0.14971699952101036	0.3662910226102915	0.11408138442092276	0.605831504739631	0.37566030781115983	0.8143863785013074	1	1	LOC107063967	LOC127066481	TRUE	one_to_one
N13.HOG0006893	OG0003353	L2	785.6608410349564	828.4753300393207	0.3752549801989076	-0.2251249119746499	0.1043239440328682	0.20850515006661063	0.3115697523638358	-0.09893760969011477	0.09712240846835564	0.14366222212584898	6.325688705963613e-4	0.24232362489688064	3.218876907770593e-4	0.280271731678106	0.00980567871925854	0.5497960119989348	1	1	LOC107070414	LOC127072326	TRUE	one_to_one
N13.HOG0006894	OG0003354	L2	2079.635127172215	3138.9499240300124	0.06114808280613616	-0.1122053307258471	0.3879653695766536	0.2835313748210098	0.01580837507502102	-0.03492022570177627	0.19734735881985496	0.15952745257351106	0.4686806194590939	0.41535179745118234	0.8747623745334989	0.6922952187596552	0.9533627593661088	0.8650223336766204	1	1	LOC107073935	LOC127061351	TRUE	one_to_one
N13.HOG0006895	OG0003355	L2	1664.0918930711805	2022.694006978432	0.04003460421490818	0.09359005739279495	0.13763216495664102	0.1331450162984728	0.02800775680870215	0.05824314536395401	0.11524344034042142	0.10562043995032908	0.4052288069902013	0.29067234176462375	0.7711422084057032	0.48210671800445426	0.908362768080703	0.731196939923949	1	1	LOC107066841	LOC127063930	TRUE	one_to_one
N13.HOG0006896	OG0003356	L2	310.79248376704237	448.80847771441313	-0.11403546447611353	-0.4260105460241934	0.17428499717820595	0.15751716891813314	-0.06924323194957231	-0.2732271430282089	0.1364984920492269	0.15014824292727796	0.30763401105978694	0.01986736898321295	0.512915623111758	0.00684002601568817	0.7657651980122602	0.04546408601569983	1	1	LOC107073859	LOC127073076	TRUE	one_to_one
N13.HOG0006897	OG0003357	L2	947.6976432117068	630.9572250728208	0.27974100669417745	0.21585657742647849	0.24486335210749408	0.21934985574349675	0.12820129135860442	0.08993470654148493	0.16869697741750408	0.1466298815203621	0.223813164055946	0.2677879246609386	0.2532723285486557	0.3250789335325301	0.5553630751681048	0.5964112375844058	1	1	LOC107073858	LOC127073074	TRUE	one_to_one
N13.HOG0006898	OG0003358	L2	2997.0955050295106	3688.113821155067	0.04171356155497091	0.57244016008099	0.2827412592339287	0.22238781664217647	0.01608396987349348	0.3184443504581071	0.17562605298374123	0.2250931701880231	0.46406162207075735	0.04294447039540022	0.8827116265769718	0.01005120874898431	0.956820443787674	0.06070629169578548	1	1	LOC107072692	LOC127065088	TRUE	one_to_one
N13.HOG0006899	OG0003359	L2	640.9621335841197	977.6705767203936	0.11764414716793883	0.10220235320221582	0.13528890848745476	0.1859207439532854	0.08370423377077135	0.0485968801132519	0.11505548836945267	0.1291249526473403	0.2351357735346037	0.35402288796847187	0.3845315145796855	0.5825188095848336	0.6746948512392543	0.8001837301446572	1	1	LOC107072358	LOC127069656	TRUE	one_to_one
N13.HOG0006900	OG0003360	L2	7003.498397544348	626.7859810835479	0.7290436602073004	0.10428626124723717	0.3769184006239396	0.25694332286030397	0.2114009982650923	0.03597520309239425	0.22072244813285308	0.15204521719498476	0.15831619743756586	0.408115789735587	0.05308590460690814	0.6848361921564107	0.24888040722008223	0.8614293295876221	1	1	LOC107065378	LOC127062259	TRUE	one_to_one
N13.HOG0006901	OG0003361	L2	986.4468112698222	2030.9442353847865	0.03340926835326541	-0.18626551314322143	0.2722861538173844	0.20048297530310777	0.01343748593394482	-0.08398255042263886	0.17272190966017983	0.13809058335684077	0.46945076698669896	0.2702637543513997	0.9023453697796244	0.3528455853349966	0.96369521445841	0.6238748274571342	1	1	LOC107071597	LOC127065981	TRUE	one_to_one
N13.HOG0006902	OG0003362	L2	1371.9597815107068	872.82822179642	0.979453693824836	-0.28673259650244787	0.2918327160636003	0.2782106738865209	0.4645151314008485	-0.09586206913018648	0.26531326385759163	0.17103619597371644	0.01670905762044965	0.2844931388305175	7.901676755573026e-4	0.3027138062834908	0.01829368280083668	0.5735760135392625	1	1	LOC107073862	LOC127061836	TRUE	one_to_one
N13.HOG0006903	OG0003363	L2	13218.865346940702	24496.285714455647	0.49996119683222057	0.5996918664948526	0.4307921861130333	0.2830338319359567	0.11435405204450008	0.25780616084577523	0.2117128228638859	0.24919461962807263	0.2947419687399158	0.10961212910836654	0.2458199193551636	0.03410743746697718	0.5476326143288383	0.1460847783200992	1	1	LOC107073801	LOC127073129	TRUE	one_to_one
N13.HOG0006905	OG0003364	L2	2465.8557372382975	1709.507728702643	0.03213833562765334	0.450533205976045	0.22656948525372247	0.1963238006197911	0.01561479985823607	0.24419376516274408	0.15797068324114383	0.17597479219639914	0.4611611793459403	0.05671087181589959	0.8872003920901219	0.02174185869727959	0.958619715811464	0.10599655829301528	1	1	LOC107074162	LOC127064704	TRUE	one_to_one
N13.HOG0006906	OG0003365	L2	1470.8044558812317	1643.3386018133865	-0.00707923679416778	-0.04083391458116585	0.229854306189571	0.14687163624073216	-0.00339177090124383	-0.02354844586925509	0.15910297827042855	0.11165360651984851	0.4916132707877705	0.41686494513643824	0.9754299974678684	0.7809935445552326	0.9919771072095536	0.9104226750472278	1	1	LOC107072585	LOC127061898	TRUE	one_to_one
N13.HOG0006907	OG0003366	L2	43.73439005592529	246.92019465145088	-0.2890714815264962	0.6738029199594701	0.47225145869558927	0.41665730930416656	-0.05666868853122331	0.18500563435866169	0.21061378421216895	0.2799801786138356	0.39576863183844546	0.2325977235752709	0.5404626827001484	0.10584303047022042	0.783715832658326	0.3076658802705232	1	1	LOC107069012	LOC127064029	TRUE	one_to_one
N13.HOG0006908	OG0003367	L2	1044.688445974904	914.1538449651712	0.13991869979475138	-0.01822590153029713	0.18998999996771815	0.195924601273689	0.07973336199853555	-0.00819668164366875	0.14435612770177103	0.13141961132537316	0.2919111737203708	0.4754205807692557	0.4614550785392302	0.9258836373708976	0.7318110539490098	0.9738957955026128	1	1	LOC107067170	LOC127067463	TRUE	one_to_one
N13.HOG0006909	OG0003368	L2	2070.109776457999	3295.795820649718	-0.02502978820444867	0.05562340819978265	0.31049776130899304	0.20952026975022356	-0.00864132365092904	0.02349344291297477	0.1824585484044836	0.13645287771705697	0.4814175213581705	0.4324888064921914	0.9357506694894124	0.7906398363205085	0.9776617872827632	0.9150071933473128	1	1	LOC107072275	LOC127065293	TRUE	one_to_one
N13.HOG0006910	OG0003369	L2	2355.9661632264356	3649.9078843719144	0.4975135785457663	0.2360104956648542	0.22183843757668423	0.14982851503735917	0.2623609803325587	0.139270704427983	0.1707253003307242	0.11999932726889344	0.05650634398890194	0.1169131452094539	0.0249171805062638	0.1152093342368778	0.1624587416234848	0.3248295969645326	2	1	LOC107068749, LOC107073681	LOC127068312	TRUE	many_to_one
N13.HOG0006911	OG0003370	L2	927.04500293613	1347.4116792176176	0.08052543712873941	-0.2663598499739212	0.24751404098123425	0.28093166181666185	0.03590131211472423	-0.08734628544209073	0.16551379070938133	0.16946236402319156	0.4152459230725502	0.3015711803397909	0.7449261481709487	0.3430630718612329	0.8960022415243883	0.6145006222047112	1	1	LOC107068399	LOC127061472	TRUE	one_to_one
N13.HOG0006912	OG0003371	L2	1511.7238133497046	1309.8182361508098	-0.1889551750451053	-0.23861743862071663	0.12417533295796632	0.1209558048558317	-0.1420944662729975	-0.16335675038279915	0.10948587760412444	0.1040875828986016	0.09746034196316757	0.05355069626266695	0.12808917150226595	0.04852228572111734	0.39816673065666	0.18569804584176325	1	1	LOC107065213	LOC127068018	TRUE	one_to_one
N13.HOG0006913	OG0003372	L2	506.54412331422475	875.662566753402	0.2397991017334482	0.3174140073625082	0.09402515867137665	0.2370736537169215	0.20309499942666256	0.12780523668851784	0.08771306162072386	0.16329501656954354	0.01059647491588798	0.20742500227229305	0.0107608129714653	0.180608596307066	0.09920886078931064	0.42776326693510713	1	1	LOC107070183	LOC127062224	TRUE	one_to_one
N13.HOG0006914	OG0003373	L2	1997.9974691063064	1397.0569544542552	0.1392378552055101	0.04337258875855365	0.16885657911385182	0.14117411061117432	0.08669615983318048	0.02577048827119214	0.13426455069539725	0.10895003052097602	0.260758413264508	0.40687775837304146	0.40960302625250616	0.7586701089315186	0.6949922454216884	0.8993943038942889	1	1	LOC107067972	LOC127071305	TRUE	one_to_one
N13.HOG0006915	OG0003374	L2	946.9802015989432	1706.3404055423862	0.24228215413583468	0.3381424836374769	0.21077898839132647	0.24543124652053636	0.12783614171964916	0.13288206463490487	0.155530567347809	0.16895735215644006	0.20586979403082292	0.2047583441527465	0.25036608140765687	0.16828101199166354	0.5525534020258352	0.4103659942931645	1	1	LOC107064816	LOC127072849	TRUE	one_to_one
N13.HOG0006916	OG0003375	L2	722.7327790821903	1071.924352454281	-0.33244201150118946	-0.09363305923139732	0.15928778468624363	0.1639994930497323	-0.2220689170202355	-0.04965486856615747	0.13406440891337623	0.12013198626301934	0.0472384170530884	0.34013761866963776	0.03688336513913561	0.5680436688527636	0.20389276894794764	0.7909738535454491	1	1	LOC107065582	LOC127072828	TRUE	one_to_one
N13.HOG0006917	OG0003376	L2	96.50741125199654	134.08462122996983	-0.01848779510727648	0.5346784263936967	0.2713706504867553	0.28173213920353596	-0.00746254649107973	0.2133092192066927	0.17242232675680927	0.22563973394619785	0.48299494737562143	0.13913091150858206	0.9456841654329406	0.0577190782989184	0.9813051111739328	0.20805323232237824	1	1	LOC107069678	LOC127072136	TRUE	one_to_one
