tx	gene_id	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
XM_015316762.1	LOC107064289	4419.814	4423.902	4422.609	4409.604	4417.853	4411.617	4413.622	4412.476	4408.774	4404.145	4396.191	4420.904	4417.702	4396.051	4424.014	4423.984	4430.25	4400.78	4420.094	4406.463	4422.454	4395.67	4439.177	4435.392	4413.941	4411.055	4397.063	4429.207	4407.639	4414.262	4417.156	4417.238	4420.166	4399.845	4405.82	4421.953	4432.671	4419.301	4410.85	4423.303	4403.598	4419.076	4407.344	4400.494	4393.68	4410.113	4406.028	4396.496	4414.811	4400.336	4408.124	4402.003	4408.157	4400.98	4398.429	4404.296	4398.3	4399.387	4392.218	4403.629	4411.483	4414.601	4402.482	4403.276	4411.835	4392.46	4433.21	4434.098	4413.184	4417.379	4421.892	4430.465	4430.833	4405.217	4425.396	4415.356	4419.64
XM_015316769.1	LOC107064291	4869.814	4873.902	4872.609	4859.604	4867.853	4861.617	4863.622	4862.476	4858.774	4854.145	4846.191	4870.904	4867.702	4846.051	4874.014	4873.984	4880.25	4850.78	4870.094	4856.463	4872.454	4845.67	4889.177	4885.392	4863.941	4861.055	4847.063	4879.207	4857.639	4864.262	4867.156	4867.238	4870.166	4849.845	4855.82	4871.953	4882.671	4869.301	4860.85	4873.303	4853.598	4869.076	4857.344	4850.494	4843.68	4860.113	4856.028	4846.496	4864.811	4850.336	4858.124	4852.003	4858.157	4850.98	4848.429	4854.296	4848.3	4849.387	4842.218	4853.629	4861.483	4864.601	4852.482	4853.276	4861.835	4842.46	4883.21	4884.098	4863.184	4867.379	4871.892	4880.465	4880.833	4855.217	4875.396	4865.356	4869.64
XM_015316770.1	LOC107064292	3510.814	3514.902	3513.609	3500.604	3508.853	3502.617	3504.622	3503.476	3499.774	3495.145	3487.191	3511.904	3508.702	3487.051	3515.014	3514.984	3521.25	3491.78	3511.094	3497.463	3513.454	3486.67	3530.177	3526.392	3504.941	3502.055	3488.063	3520.207	3498.639	3505.262	3508.156	3508.238	3511.166	3490.845	3496.82	3512.953	3523.671	3510.301	3501.85	3514.303	3494.598	3510.076	3498.344	3491.494	3484.68	3501.113	3497.028	3487.496	3505.811	3491.336	3499.124	3493.003	3499.157	3491.98	3489.429	3495.296	3489.3	3490.387	3483.218	3494.629	3502.483	3505.601	3493.482	3494.276	3502.835	3483.46	3524.21	3525.098	3504.184	3508.379	3512.892	3521.465	3521.833	3496.217	3516.396	3506.356	3510.64
XM_015316772.1	LOC107064292	3208.814	3212.902	3211.609	3198.604	3206.853	3200.617	3202.622	3201.476	3197.774	3193.145	3185.191	3209.904	3206.702	3185.051	3213.014	3212.984	3219.25	3189.78	3209.094	3195.463	3211.454	3184.67	3228.177	3224.392	3202.941	3200.055	3186.063	3218.207	3196.639	3203.262	3206.156	3206.238	3209.166	3188.845	3194.82	3210.953	3221.671	3208.301	3199.85	3212.303	3192.598	3208.076	3196.344	3189.494	3182.68	3199.113	3195.028	3185.496	3203.811	3189.336	3197.124	3191.003	3197.157	3189.98	3187.429	3193.296	3187.3	3188.387	3181.218	3192.629	3200.483	3203.601	3191.482	3192.276	3200.835	3181.46	3222.21	3223.098	3202.184	3206.379	3210.892	3219.465	3219.833	3194.217	3214.396	3204.356	3208.64
XM_015316771.1	LOC107064292	3163.814	3167.902	3166.609	3153.604	3161.853	3155.617	3157.622	3156.476	3152.774	3148.145	3140.191	3164.904	3161.702	3140.051	3168.014	3167.984	3174.25	3144.78	3164.094	3150.463	3166.454	3139.67	3183.177	3179.392	3157.941	3155.055	3141.063	3173.207	3151.639	3158.262	3161.156	3161.238	3164.166	3143.845	3149.82	3165.953	3176.671	3163.301	3154.85	3167.303	3147.598	3163.076	3151.344	3144.494	3137.68	3154.113	3150.028	3140.496	3158.811	3144.336	3152.124	3146.003	3152.157	3144.98	3142.429	3148.296	3142.3	3143.387	3136.218	3147.629	3155.483	3158.601	3146.482	3147.276	3155.835	3136.46	3177.21	3178.098	3157.184	3161.379	3165.892	3174.465	3174.833	3149.217	3169.396	3159.356	3163.64
XM_015316774.1	LOC107064293	1312.814	1316.902	1315.609	1302.604	1310.853	1304.617	1306.622	1305.476	1301.774	1297.145	1289.191	1313.904	1310.702	1289.051	1317.014	1316.984	1323.25	1293.78	1313.094	1299.463	1315.454	1288.67	1332.177	1328.392	1306.941	1304.055	1290.063	1322.207	1300.639	1307.262	1310.156	1310.238	1313.166	1292.845	1298.82	1314.953	1325.671	1312.301	1303.85	1316.303	1296.598	1312.076	1300.344	1293.494	1286.68	1303.113	1299.028	1289.496	1307.811	1293.336	1301.124	1295.003	1301.157	1293.98	1291.429	1297.296	1291.3	1292.387	1285.218	1296.629	1304.483	1307.601	1295.482	1296.276	1304.835	1285.46	1326.21	1327.098	1306.184	1310.379	1314.892	1323.465	1323.833	1298.217	1318.396	1308.356	1312.64
XM_015316773.1	LOC107064293	1524.814	1528.902	1527.609	1514.604	1522.853	1516.617	1518.622	1517.476	1513.774	1509.145	1501.191	1525.904	1522.702	1501.051	1529.014	1528.984	1535.25	1505.78	1525.094	1511.463	1527.454	1500.67	1544.177	1540.392	1518.941	1516.055	1502.063	1534.207	1512.639	1519.262	1522.156	1522.238	1525.166	1504.845	1510.82	1526.953	1537.671	1524.301	1515.85	1528.303	1508.598	1524.076	1512.344	1505.494	1498.68	1515.113	1511.028	1501.496	1519.811	1505.336	1513.124	1507.003	1513.157	1505.98	1503.429	1509.296	1503.3	1504.387	1497.218	1508.629	1516.483	1519.601	1507.482	1508.276	1516.835	1497.46	1538.21	1539.098	1518.184	1522.379	1526.892	1535.465	1535.833	1510.217	1530.396	1520.356	1524.64
XM_015316776.1	LOC107064294	4953.814	4957.902	4956.609	4943.604	4951.853	4945.617	4947.622	4946.476	4942.774	4938.145	4930.191	4954.904	4951.702	4930.051	4958.014	4957.984	4964.25	4934.78	4954.094	4940.463	4956.454	4929.67	4973.177	4969.392	4947.941	4945.055	4931.063	4963.207	4941.639	4948.262	4951.156	4951.238	4954.166	4933.845	4939.82	4955.953	4966.671	4953.301	4944.85	4957.303	4937.598	4953.076	4941.344	4934.494	4927.68	4944.113	4940.028	4930.496	4948.811	4934.336	4942.124	4936.003	4942.157	4934.98	4932.429	4938.296	4932.3	4933.387	4926.218	4937.629	4945.483	4948.601	4936.482	4937.276	4945.835	4926.46	4967.21	4968.098	4947.184	4951.379	4955.892	4964.465	4964.833	4939.217	4959.396	4949.356	4953.64
XM_015317022.1	LOC107064375	1657.814	1661.902	1660.609	1647.604	1655.853	1649.617	1651.622	1650.476	1646.774	1642.145	1634.191	1658.904	1655.702	1634.051	1662.014	1661.984	1668.25	1638.78	1658.094	1644.463	1660.454	1633.67	1677.177	1673.392	1651.941	1649.055	1635.063	1667.207	1645.639	1652.262	1655.156	1655.238	1658.166	1637.845	1643.82	1659.953	1670.671	1657.301	1648.85	1661.303	1641.598	1657.076	1645.344	1638.494	1631.68	1648.113	1644.028	1634.496	1652.811	1638.336	1646.124	1640.003	1646.157	1638.98	1636.429	1642.296	1636.3	1637.387	1630.218	1641.629	1649.483	1652.601	1640.482	1641.276	1649.835	1630.46	1671.21	1672.098	1651.184	1655.379	1659.892	1668.465	1668.833	1643.217	1663.396	1653.356	1657.64
XM_015317110.1	LOC107064429	1423.814	1427.902	1426.609	1413.604	1421.853	1415.617	1417.622	1416.476	1412.774	1408.145	1400.191	1424.904	1421.702	1400.051	1428.014	1427.984	1434.25	1404.78	1424.094	1410.463	1426.454	1399.67	1443.177	1439.392	1417.941	1415.055	1401.063	1433.207	1411.639	1418.262	1421.156	1421.238	1424.166	1403.845	1409.82	1425.953	1436.671	1423.301	1414.85	1427.303	1407.598	1423.076	1411.344	1404.494	1397.68	1414.113	1410.028	1400.496	1418.811	1404.336	1412.124	1406.003	1412.157	1404.98	1402.429	1408.296	1402.3	1403.387	1396.218	1407.629	1415.483	1418.601	1406.482	1407.276	1415.835	1396.46	1437.21	1438.098	1417.184	1421.379	1425.892	1434.465	1434.833	1409.217	1429.396	1419.356	1423.64
XM_015317109.1	LOC107064429	1963.814	1967.902	1966.609	1953.604	1961.853	1955.617	1957.622	1956.476	1952.774	1948.145	1940.191	1964.904	1961.702	1940.051	1968.014	1967.984	1974.25	1944.78	1964.094	1950.463	1966.454	1939.67	1983.177	1979.392	1957.941	1955.055	1941.063	1973.207	1951.639	1958.262	1961.156	1961.238	1964.166	1943.845	1949.82	1965.953	1976.671	1963.301	1954.85	1967.303	1947.598	1963.076	1951.344	1944.494	1937.68	1954.113	1950.028	1940.496	1958.811	1944.336	1952.124	1946.003	1952.157	1944.98	1942.429	1948.296	1942.3	1943.387	1936.218	1947.629	1955.483	1958.601	1946.482	1947.276	1955.835	1936.46	1977.21	1978.098	1957.184	1961.379	1965.892	1974.465	1974.833	1949.217	1969.396	1959.356	1963.64
XR_001475484.1	LOC107064430	80.636	85.767	84.985	78.035	81.48	78.344	79.143	83.201	77.452	77.942	75.455	80.83	88.034	73.192	85.685	81.38	85.021	75.051	86.078	77.759	85.735	72.485	88.928	87.343	85.189	76.647	73.267	81.512	77.892	79.702	77.222	78.918	79.002	72.82	76.387	80.303	84.146	77.811	76.967	79.898	75.176	78.8	77.158	75.066	74.852	80.722	77.655	72.513	79.704	77.704	78.992	75.645	77.419	79.055	76.912	78.093	75.315	75.142	75.841	75.33	76.825	83.714	75.77	78.813	80.525	73.221	86.579	87.232	77.353	82.892	82.536	88.103	86.514	74.165	81.688	82.796	81.944
XM_015317112.1	LOC107064431	6386.814	6390.902	6389.609	6376.604	6384.853	6378.617	6380.622	6379.476	6375.774	6371.145	6363.191	6387.904	6384.702	6363.051	6391.014	6390.984	6397.25	6367.78	6387.094	6373.463	6389.454	6362.67	6406.177	6402.392	6380.941	6378.055	6364.063	6396.207	6374.639	6381.262	6384.156	6384.238	6387.166	6366.845	6372.82	6388.953	6399.671	6386.301	6377.85	6390.303	6370.598	6386.076	6374.344	6367.494	6360.68	6377.113	6373.028	6363.496	6381.811	6367.336	6375.124	6369.003	6375.157	6367.98	6365.429	6371.296	6365.3	6366.387	6359.218	6370.629	6378.483	6381.601	6369.482	6370.276	6378.835	6359.46	6400.21	6401.098	6380.184	6384.379	6388.892	6397.465	6397.833	6372.217	6392.396	6382.356	6386.64
XM_015317111.1	LOC107064431	6540.814	6544.902	6543.609	6530.604	6538.853	6532.617	6534.622	6533.476	6529.774	6525.145	6517.191	6541.904	6538.702	6517.051	6545.014	6544.984	6551.25	6521.78	6541.094	6527.463	6543.454	6516.67	6560.177	6556.392	6534.941	6532.055	6518.063	6550.207	6528.639	6535.262	6538.156	6538.238	6541.166	6520.845	6526.82	6542.953	6553.671	6540.301	6531.85	6544.303	6524.598	6540.076	6528.344	6521.494	6514.68	6531.113	6527.028	6517.496	6535.811	6521.336	6529.124	6523.003	6529.157	6521.98	6519.429	6525.296	6519.3	6520.387	6513.218	6524.629	6532.483	6535.601	6523.482	6524.276	6532.835	6513.46	6554.21	6555.098	6534.184	6538.379	6542.892	6551.465	6551.833	6526.217	6546.396	6536.356	6540.64
XR_001475480.1	LOC107064398	577.891	581.981	580.667	567.686	575.961	569.768	571.86	570.586	566.838	562.253	554.364	579.181	576.11	554.16	582.454	582.052	588.592	558.892	578.19	564.538	580.559	553.804	597.274	593.493	572.066	569.157	555.221	587.282	565.748	572.362	575.255	575.33	578.299	557.953	563.946	580.021	590.777	577.375	568.954	581.432	561.806	577.235	565.488	558.618	551.864	568.255	564.112	554.573	572.925	558.444	566.239	560.199	566.242	559.111	556.627	562.417	556.518	557.82	550.471	561.901	569.655	573.357	560.696	561.378	569.946	550.653	591.276	592.134	571.266	575.433	579.98	588.537	588.931	563.278	583.517	573.466	577.744
XR_001475479.1	LOC107064398	574.893	578.981	577.668	564.687	572.963	566.769	568.863	567.586	563.838	559.254	551.367	576.185	573.112	551.161	579.457	579.053	585.592	555.893	575.193	561.538	577.559	550.805	594.274	590.495	569.067	566.157	552.221	584.283	562.749	569.363	572.258	572.33	575.299	554.955	560.946	577.023	587.778	574.375	565.957	578.435	558.809	574.236	562.488	555.618	548.866	565.256	561.113	551.575	569.926	555.446	563.24	557.203	563.244	556.113	553.628	559.418	553.52	554.821	547.475	558.902	566.657	570.36	557.698	558.38	566.946	547.653	588.276	589.135	568.268	572.433	576.98	585.538	585.932	560.278	580.517	570.467	574.744
XR_001475478.1	LOC107064397	969.814	973.902	972.609	959.604	967.853	961.617	963.622	962.476	958.774	954.145	946.191	970.904	967.702	946.051	974.014	973.984	980.25	950.78	970.094	956.463	972.454	945.67	989.177	985.392	963.941	961.055	947.063	979.207	957.639	964.262	967.156	967.238	970.166	949.845	955.82	971.953	982.671	969.301	960.85	973.303	953.598	969.076	957.344	950.494	943.68	960.113	956.028	946.496	964.811	950.336	958.124	952.003	958.157	950.98	948.429	954.296	948.3	949.387	942.218	953.629	961.483	964.601	952.482	953.276	961.835	942.46	983.21	984.098	963.184	967.379	971.892	980.465	980.833	955.217	975.396	965.356	969.64
XR_001475481.1	LOC107064416	447.956	452.049	450.748	437.806	446.041	439.858	441.962	440.683	436.947	432.351	424.512	449.274	446.274	424.363	452.562	452.096	458.706	429.008	448.281	434.623	450.672	423.927	467.319	463.558	442.236	439.243	425.374	457.315	435.881	442.489	445.36	445.4	448.376	428.076	434.044	450.078	460.815	447.432	439.064	451.502	431.945	447.319	435.583	428.724	422.065	438.398	434.225	424.745	443.002	428.624	436.375	430.35	436.369	429.315	426.808	432.552	426.713	428.044	420.79	432.088	439.762	443.589	430.89	431.591	440.104	420.824	461.318	462.169	441.379	445.537	450.039	458.602	458.99	433.4	453.586	443.572	447.832
XM_015317084.1	LOC107064415	2832.814	2836.902	2835.609	2822.604	2830.853	2824.617	2826.622	2825.476	2821.774	2817.145	2809.191	2833.904	2830.702	2809.051	2837.014	2836.984	2843.25	2813.78	2833.094	2819.463	2835.454	2808.67	2852.177	2848.392	2826.941	2824.055	2810.063	2842.207	2820.639	2827.262	2830.156	2830.238	2833.166	2812.845	2818.82	2834.953	2845.671	2832.301	2823.85	2836.303	2816.598	2832.076	2820.344	2813.494	2806.68	2823.113	2819.028	2809.496	2827.811	2813.336	2821.124	2815.003	2821.157	2813.98	2811.429	2817.296	2811.3	2812.387	2805.218	2816.629	2824.483	2827.601	2815.482	2816.276	2824.835	2805.46	2846.21	2847.098	2826.184	2830.379	2834.892	2843.465	2843.833	2818.217	2838.396	2828.356	2832.64
XM_015317080.1	LOC107064415	2885.814	2889.902	2888.609	2875.604	2883.853	2877.617	2879.622	2878.476	2874.774	2870.145	2862.191	2886.904	2883.702	2862.051	2890.014	2889.984	2896.25	2866.78	2886.094	2872.463	2888.454	2861.67	2905.177	2901.392	2879.941	2877.055	2863.063	2895.207	2873.639	2880.262	2883.156	2883.238	2886.166	2865.845	2871.82	2887.953	2898.671	2885.301	2876.85	2889.303	2869.598	2885.076	2873.344	2866.494	2859.68	2876.113	2872.028	2862.496	2880.811	2866.336	2874.124	2868.003	2874.157	2866.98	2864.429	2870.296	2864.3	2865.387	2858.218	2869.629	2877.483	2880.601	2868.482	2869.276	2877.835	2858.46	2899.21	2900.098	2879.184	2883.379	2887.892	2896.465	2896.833	2871.217	2891.396	2881.356	2885.64
XM_015317085.1	LOC107064415	2792.814	2796.902	2795.609	2782.604	2790.853	2784.617	2786.622	2785.476	2781.774	2777.145	2769.191	2793.904	2790.702	2769.051	2797.014	2796.984	2803.25	2773.78	2793.094	2779.463	2795.454	2768.67	2812.177	2808.392	2786.941	2784.055	2770.063	2802.207	2780.639	2787.262	2790.156	2790.238	2793.166	2772.845	2778.82	2794.953	2805.671	2792.301	2783.85	2796.303	2776.598	2792.076	2780.344	2773.494	2766.68	2783.113	2779.028	2769.496	2787.811	2773.336	2781.124	2775.003	2781.157	2773.98	2771.429	2777.296	2771.3	2772.387	2765.218	2776.629	2784.483	2787.601	2775.482	2776.276	2784.835	2765.46	2806.21	2807.098	2786.184	2790.379	2794.892	2803.465	2803.833	2778.217	2798.396	2788.356	2792.64
XM_015317081.1	LOC107064415	3030.814	3034.902	3033.609	3020.604	3028.853	3022.617	3024.622	3023.476	3019.774	3015.145	3007.191	3031.904	3028.702	3007.051	3035.014	3034.984	3041.25	3011.78	3031.094	3017.463	3033.454	3006.67	3050.177	3046.392	3024.941	3022.055	3008.063	3040.207	3018.639	3025.262	3028.156	3028.238	3031.166	3010.845	3016.82	3032.953	3043.671	3030.301	3021.85	3034.303	3014.598	3030.076	3018.344	3011.494	3004.68	3021.113	3017.028	3007.496	3025.811	3011.336	3019.124	3013.003	3019.157	3011.98	3009.429	3015.296	3009.3	3010.387	3003.218	3014.629	3022.483	3025.601	3013.482	3014.276	3022.835	3003.46	3044.21	3045.098	3024.184	3028.379	3032.892	3041.465	3041.833	3016.217	3036.396	3026.356	3030.64
XM_015317083.1	LOC107064415	2824.814	2828.902	2827.609	2814.604	2822.853	2816.617	2818.622	2817.476	2813.774	2809.145	2801.191	2825.904	2822.702	2801.051	2829.014	2828.984	2835.25	2805.78	2825.094	2811.463	2827.454	2800.67	2844.177	2840.392	2818.941	2816.055	2802.063	2834.207	2812.639	2819.262	2822.156	2822.238	2825.166	2804.845	2810.82	2826.953	2837.671	2824.301	2815.85	2828.303	2808.598	2824.076	2812.344	2805.494	2798.68	2815.113	2811.028	2801.496	2819.811	2805.336	2813.124	2807.003	2813.157	2805.98	2803.429	2809.296	2803.3	2804.387	2797.218	2808.629	2816.483	2819.601	2807.482	2808.276	2816.835	2797.46	2838.21	2839.098	2818.184	2822.379	2826.892	2835.465	2835.833	2810.217	2830.396	2820.356	2824.64
XM_015317140.1	LOC107064447	3822.814	3826.902	3825.609	3812.604	3820.853	3814.617	3816.622	3815.476	3811.774	3807.145	3799.191	3823.904	3820.702	3799.051	3827.014	3826.984	3833.25	3803.78	3823.094	3809.463	3825.454	3798.67	3842.177	3838.392	3816.941	3814.055	3800.063	3832.207	3810.639	3817.262	3820.156	3820.238	3823.166	3802.845	3808.82	3824.953	3835.671	3822.301	3813.85	3826.303	3806.598	3822.076	3810.344	3803.494	3796.68	3813.113	3809.028	3799.496	3817.811	3803.336	3811.124	3805.003	3811.157	3803.98	3801.429	3807.296	3801.3	3802.387	3795.218	3806.629	3814.483	3817.601	3805.482	3806.276	3814.835	3795.46	3836.21	3837.098	3816.184	3820.379	3824.892	3833.465	3833.833	3808.217	3828.396	3818.356	3822.64
XM_015317129.1	LOC107064440	4023.814	4027.902	4026.609	4013.604	4021.853	4015.617	4017.622	4016.476	4012.774	4008.145	4000.191	4024.904	4021.702	4000.051	4028.014	4027.984	4034.25	4004.78	4024.094	4010.463	4026.454	3999.67	4043.177	4039.392	4017.941	4015.055	4001.063	4033.207	4011.639	4018.262	4021.156	4021.238	4024.166	4003.845	4009.82	4025.953	4036.671	4023.301	4014.85	4027.303	4007.598	4023.076	4011.344	4004.494	3997.68	4014.113	4010.028	4000.496	4018.811	4004.336	4012.124	4006.003	4012.157	4004.98	4002.429	4008.296	4002.3	4003.387	3996.218	4007.629	4015.483	4018.601	4006.482	4007.276	4015.835	3996.46	4037.21	4038.098	4017.184	4021.379	4025.892	4034.465	4034.833	4009.217	4029.396	4019.356	4023.64
XM_015317130.1	LOC107064440	4211.814	4215.902	4214.609	4201.604	4209.853	4203.617	4205.622	4204.476	4200.774	4196.145	4188.191	4212.904	4209.702	4188.051	4216.014	4215.984	4222.25	4192.78	4212.094	4198.463	4214.454	4187.67	4231.177	4227.392	4205.941	4203.055	4189.063	4221.207	4199.639	4206.262	4209.156	4209.238	4212.166	4191.845	4197.82	4213.953	4224.671	4211.301	4202.85	4215.303	4195.598	4211.076	4199.344	4192.494	4185.68	4202.113	4198.028	4188.496	4206.811	4192.336	4200.124	4194.003	4200.157	4192.98	4190.429	4196.296	4190.3	4191.387	4184.218	4195.629	4203.483	4206.601	4194.482	4195.276	4203.835	4184.46	4225.21	4226.098	4205.184	4209.379	4213.892	4222.465	4222.833	4197.217	4217.396	4207.356	4211.64
XM_015317098.1	LOC107064422	3158.814	3162.902	3161.609	3148.604	3156.853	3150.617	3152.622	3151.476	3147.774	3143.145	3135.191	3159.904	3156.702	3135.051	3163.014	3162.984	3169.25	3139.78	3159.094	3145.463	3161.454	3134.67	3178.177	3174.392	3152.941	3150.055	3136.063	3168.207	3146.639	3153.262	3156.156	3156.238	3159.166	3138.845	3144.82	3160.953	3171.671	3158.301	3149.85	3162.303	3142.598	3158.076	3146.344	3139.494	3132.68	3149.113	3145.028	3135.496	3153.811	3139.336	3147.124	3141.003	3147.157	3139.98	3137.429	3143.296	3137.3	3138.387	3131.218	3142.629	3150.483	3153.601	3141.482	3142.276	3150.835	3131.46	3172.21	3173.098	3152.184	3156.379	3160.892	3169.465	3169.833	3144.217	3164.396	3154.356	3158.64
XM_015317101.1	LOC107064424	657.876	661.966	660.66	647.672	655.928	649.723	651.784	650.562	646.83	642.222	634.319	659.132	656.038	634.129	662.403	662.045	668.544	638.864	658.169	644.522	660.527	633.776	677.264	673.457	652.022	649.137	635.165	667.266	645.705	652.337	655.23	655.321	658.278	637.918	643.913	660.007	670.763	657.362	648.92	661.416	641.725	657.202	645.449	638.588	631.827	648.219	644.084	634.555	652.881	638.416	646.202	640.167	646.221	639.077	636.581	642.387	636.479	637.773	630.433	641.86	649.607	653.256	640.656	641.353	649.924	630.64	671.269	672.124	651.252	655.421	659.953	668.523	668.902	643.271	663.495	653.434	657.727
XR_001475482.1	LOC107064425	59.513	64.883	63.795	58.026	60.437	58.058	58.548	63.252	57.769	58.945	57.669	59.762	67.413	55.032	64.178	59.772	63.188	56.226	65.275	58.257	64.363	54.52	65.807	64.46	64.673	56.351	54.725	59.923	57.973	59.17	56.583	58.086	57.897	54.984	57.076	60.004	62.598	57.367	56.809	59.245	56.232	57.827	57.993	56.815	56.996	60.72	58.208	54.339	59.853	59.315	59.578	57.041	58.058	60.564	58.834	59.411	57.81	56.93	58.141	56.182	56.56	64.239	57.095	60.138	59.847	56.366	64.179	64.369	56.912	62.513	61.192	66.473	64.77	54.695	60.153	62	60.559
XM_015317099.1	LOC107064423	1151.814	1155.902	1154.609	1141.604	1149.853	1143.617	1145.622	1144.476	1140.774	1136.145	1128.191	1152.904	1149.702	1128.051	1156.014	1155.984	1162.25	1132.78	1152.094	1138.463	1154.454	1127.67	1171.177	1167.392	1145.941	1143.055	1129.063	1161.207	1139.639	1146.262	1149.156	1149.238	1152.166	1131.845	1137.82	1153.953	1164.671	1151.301	1142.85	1155.303	1135.598	1151.076	1139.344	1132.494	1125.68	1142.113	1138.028	1128.496	1146.811	1132.336	1140.124	1134.003	1140.157	1132.98	1130.429	1136.296	1130.3	1131.387	1124.218	1135.629	1143.483	1146.601	1134.482	1135.276	1143.835	1124.46	1165.21	1166.098	1145.184	1149.379	1153.892	1162.465	1162.833	1137.217	1157.396	1147.356	1151.64
XM_015317107.1	LOC107064427	1660.814	1664.902	1663.609	1650.604	1658.853	1652.617	1654.622	1653.476	1649.774	1645.145	1637.191	1661.904	1658.702	1637.051	1665.014	1664.984	1671.25	1641.78	1661.094	1647.463	1663.454	1636.67	1680.177	1676.392	1654.941	1652.055	1638.063	1670.207	1648.639	1655.262	1658.156	1658.238	1661.166	1640.845	1646.82	1662.953	1673.671	1660.301	1651.85	1664.303	1644.598	1660.076	1648.344	1641.494	1634.68	1651.113	1647.028	1637.496	1655.811	1641.336	1649.124	1643.003	1649.157	1641.98	1639.429	1645.296	1639.3	1640.387	1633.218	1644.629	1652.483	1655.601	1643.482	1644.276	1652.835	1633.46	1674.21	1675.098	1654.184	1658.379	1662.892	1671.465	1671.833	1646.217	1666.396	1656.356	1660.64
XR_001475483.1	LOC107064428	540.899	544.991	543.674	530.696	538.984	532.788	534.889	533.596	529.85	525.269	517.382	542.208	539.139	517.176	545.476	545.055	551.625	521.902	541.206	527.551	543.574	516.817	560.278	556.507	535.085	532.169	518.243	550.291	528.766	535.372	538.278	538.339	541.313	520.971	526.954	543.033	553.786	540.388	531.976	544.455	524.831	540.252	528.501	521.629	514.879	531.278	527.124	517.587	535.939	521.46	529.255	523.212	529.257	522.128	519.65	525.434	519.537	520.861	513.512	524.929	532.677	536.421	523.714	524.396	532.961	513.661	554.284	555.137	534.275	538.445	542.987	551.542	551.956	526.286	546.54	536.484	540.757
XM_015317102.1	LOC107064426	3579.814	3583.902	3582.609	3569.604	3577.853	3571.617	3573.622	3572.476	3568.774	3564.145	3556.191	3580.904	3577.702	3556.051	3584.014	3583.984	3590.25	3560.78	3580.094	3566.463	3582.454	3555.67	3599.177	3595.392	3573.941	3571.055	3557.063	3589.207	3567.639	3574.262	3577.156	3577.238	3580.166	3559.845	3565.82	3581.953	3592.671	3579.301	3570.85	3583.303	3563.598	3579.076	3567.344	3560.494	3553.68	3570.113	3566.028	3556.496	3574.811	3560.336	3568.124	3562.003	3568.157	3560.98	3558.429	3564.296	3558.3	3559.387	3552.218	3563.629	3571.483	3574.601	3562.482	3563.276	3571.835	3552.46	3593.21	3594.098	3573.184	3577.379	3581.892	3590.465	3590.833	3565.217	3585.396	3575.356	3579.64
XM_015317105.1	LOC107064426	2410.814	2414.902	2413.609	2400.604	2408.853	2402.617	2404.622	2403.476	2399.774	2395.145	2387.191	2411.904	2408.702	2387.051	2415.014	2414.984	2421.25	2391.78	2411.094	2397.463	2413.454	2386.67	2430.177	2426.392	2404.941	2402.055	2388.063	2420.207	2398.639	2405.262	2408.156	2408.238	2411.166	2390.845	2396.82	2412.953	2423.671	2410.301	2401.85	2414.303	2394.598	2410.076	2398.344	2391.494	2384.68	2401.113	2397.028	2387.496	2405.811	2391.336	2399.124	2393.003	2399.157	2391.98	2389.429	2395.296	2389.3	2390.387	2383.218	2394.629	2402.483	2405.601	2393.482	2394.276	2402.835	2383.46	2424.21	2425.098	2404.184	2408.379	2412.892	2421.465	2421.833	2396.217	2416.396	2406.356	2410.64
XM_015317106.1	LOC107064426	2376.814	2380.902	2379.609	2366.604	2374.853	2368.617	2370.622	2369.476	2365.774	2361.145	2353.191	2377.904	2374.702	2353.051	2381.014	2380.984	2387.25	2357.78	2377.094	2363.463	2379.454	2352.67	2396.177	2392.392	2370.941	2368.055	2354.063	2386.207	2364.639	2371.262	2374.156	2374.238	2377.166	2356.845	2362.82	2378.953	2389.671	2376.301	2367.85	2380.303	2360.598	2376.076	2364.344	2357.494	2350.68	2367.113	2363.028	2353.496	2371.811	2357.336	2365.124	2359.003	2365.157	2357.98	2355.429	2361.296	2355.3	2356.387	2349.218	2360.629	2368.483	2371.601	2359.482	2360.276	2368.835	2349.46	2390.21	2391.098	2370.184	2374.379	2378.892	2387.465	2387.833	2362.217	2382.396	2372.356	2376.64
