tx	gene_id	Pd103	Pd105	Pd106	Pd11	Pd110	Pd112	Pd115	Pd119	Pd12	Pd120	Pd122	Pd123	Pd128	Pd13	Pd130	Pd134	Pd137	Pd14	Pd142	Pd143	Pd149	Pd15	Pd150	Pd152	Pd16	Pd17	Pd19	Pd2	Pd20	Pd21	Pd22	Pd23	Pd24	Pd25	Pd26	Pd27	Pd28	Pd29	Pd3	Pd30	Pd31	Pd32	Pd33	Pd34	Pd35	Pd36	Pd37	Pd38	Pd40	Pd43	Pd45	Pd46	Pd49	Pd5	Pd51	Pd52	Pd55	Pd56	Pd57	Pd58	Pd6	Pd63	Pd66	Pd69	Pd7	Pd72	Pd75	Pd77	Pd8	Pd80	Pd84	Pd86	Pd87	Pd9	Pd93	Pd95	Pd98
XM_015316967.1	LOC107064343	10.955657	0.378919	0.314602	0.20602	8.403876	17.324205	19.303818	5.932006	1.057498	12.019023	8.47806	26.364173	7.465102	0	9.767356	7.169559	0.88148	3.261123	0	0.521374	14.980175	2.093333	13.40846	2.028852	8.003236	6.41219	4.639118	0.368747	4.93625	1.524925	2.549332	4.402817	3.164719	0.285554	0.505542	1.355853	0.119016	1.000785	1.451562	0.870645	8.870651	5.157403	5.868332	1.34423	5.330499	2.431619	0.341253	0.482898	6.113492	24.122682	1.912644	2.881902	5.665702	2.423657	2.191224	1.034819	1.248362	1.824226	1.987063	3.07333	7.465572	3.924312	1.47208	0.081438	10.147682	0.105426	1.975783	0.189366	3.660918	3.276307	0	4.958261	6.79445	6.150577	3.881628	1.634878	3.603599
XM_015316966.1	LOC107064343	1.790115	0	0	0.832206	7.765757	8.230675	18.518544	4.80056	0	12.220459	5.807893	10.323532	4.354966	0	4.681009	6.056524	1.344183	2.304539	0	0	16.319639	0.819919	14.623009	5.31702	3.703118	2.581038	4.084884	1.865818	1.768113	1.872934	1.676627	3.575498	5.565156	0	0	3.012007	0	3.641942	2.567841	2.418382	7.635789	6.662484	3.128034	2.117257	1.568021	2.398094	0	0	1.46465	10.221635	4.806173	6.192382	0.865067	2.523957	3.720623	1.51928	1.424825	1.666787	0.22778	4.396859	4.008651	2.546185	1.033506	0	4.982495	0	0.557737	0.501184	3.823639	6.423903	0	1.546804	4.263294	4.393662	1.808024	1.6721	2.83887
XM_015316962.1	LOC107064343	58.530246	0	0	0	50.012487	54.904999	76.190172	28.380837	0	41.478261	34.564986	64.551864	16.840607	0	22.180146	29.579678	22.596537	25.398359	0	0	37.512462	13.377066	24.911442	2.480106	36.297755	22.828	31.285019	1.443887	30.485916	16.304841	18.690452	26.154801	28.228612	0	0.264757	1.233957	2.284735	3.387174	15.646311	0	66.270279	20.86411	13.034219	1.965966	35.692004	18.088027	0	0	27.718928	61.810538	17.312484	3.031007	5.692108	13.05851	19.407374	9.245551	10.601413	4.470297	12.914135	16.116818	56.410317	18.561485	5.794613	0.457596	19.126393	0	7.971021	1.354207	27.192527	23.184822	2.982731	18.934073	54.227247	13.011552	30.511935	12.484395	19.580928
XM_015316965.1	LOC107064343	4.82814	0.599675	1.075893	0	52.993028	74.740544	143.908197	64.54943	0	82.246209	72.300093	74.751281	24.655404	0.424	29.392923	52.107407	0	25.675246	0.420098	0.613986	146.941712	15.1081	78.706024	23.653417	31.276056	29.912128	25.359243	4.48249	21.536095	4.134674	14.081467	8.919554	13.30771	0	0	11.087344	4.684614	13.704436	17.91078	8.699805	43.306342	11.17988	19.770531	17.669151	6.542633	18.820731	0.151865	0.984599	26.958167	76.632396	27.046775	41.582863	29.477043	28.368665	13.058936	7.141082	7.502557	13.545504	0	32.792724	33.129662	0	7.205279	0	59.578753	0.295567	8.458887	5.618214	31.078863	17.302094	6.347674	14.953696	13.059541	49.419586	10.474006	7.748538	10.144474
XM_015316963.1	LOC107064343	9.822888	0.165769	0	0.224995	9.985594	15.522555	27.170242	9.940347	0.325446	8.006115	9.608762	19.796048	6.706361	0	8.910691	13.685028	5.006544	3.319299	0	0.51638	21.862988	0.546776	3.659576	3.463012	6.361441	1.737717	3.595475	0.121999	4.080694	1.718858	2.521896	3.292894	3.63096	0	0.110479	0.278854	0	1.685216	1.700802	1.966609	7.260492	1.852268	3.848778	0.761108	4.110157	3.807247	0	0	6.440696	15.249622	3.718921	3.278385	2.136523	5.20966	3.21758	1.490672	1.00761	1.603817	2.432784	6.759409	9.440907	1.912112	1.009588	0.131665	7.333495	0	0.974366	0.511236	2.491098	2.286396	0	4.925386	10.885012	7.749229	3.651825	4.269455	4.118784
XM_015316647.1	LOC107064222	19.688191	43.119142	19.093601	41.11474	37.276117	28.765478	60.345811	28.981775	9.787639	27.381179	13.736079	20.353219	8.591536	0.810519	5.274087	22.325153	5.744598	16.645244	0.65099	14.305433	21.254111	14.479519	39.419541	10.784066	29.969268	28.270723	18.273459	9.374265	21.79114	9.800494	19.776417	10.376521	12.054608	0.373348	9.168212	6.586104	6.768231	8.818185	22.401216	29.676739	41.452363	23.195475	18.51005	12.212489	12.171385	11.671884	0.487753	1.052106	27.477247	37.832336	19.376566	19.161721	28.25686	10.266775	13.433795	11.883873	15.762277	7.604766	5.892914	7.597706	11.846988	5.941303	10.652801	6.133992	11.984208	19.810534	12.24015	21.016823	16.172444	16.068007	10.662463	17.354178	17.701918	33.015204	8.768675	7.790304	12.287901
XM_015316664.1	LOC107064239	18.714258	30.648614	33.301578	20.26976	19.983617	16.606632	19.273066	23.528622	44.585919	23.323469	15.963422	7.161701	8.842095	16.458437	8.917443	25.425948	4.670357	32.906435	20.12877	43.253812	39.357416	30.401918	28.854739	22.183105	36.849114	40.859262	34.76242	30.414715	42.78868	31.131291	34.121983	23.639873	27.575167	15.036815	28.491701	20.88164	39.443547	21.204529	22.550463	25.754312	33.89345	16.847531	18.72134	36.75453	16.745485	22.8931	15.970662	19.969726	28.846187	25.428546	16.653558	22.626257	20.401668	20.98549	16.461563	15.620331	24.409814	8.435856	8.94577	16.279783	30.882047	12.333881	8.777516	41.260307	31.261927	28.830844	29.47413	72.598849	28.328429	30.07238	49.11182	17.596621	21.967022	36.51056	12.848052	11.379795	15.137793
XM_015316990.1	LOC107064357	0	1.838708	1.168827	3.243009	0.875518	2.215214	3.038016	1.288024	1.666552	2.395351	2.427291	1.981136	2.12887	0.680617	5.816018	2.932915	3.573136	0.997592	1.424979	1.722327	2.471294	1.611797	2.736999	0	1.375088	1.836471	1.471309	0.611862	1.558715	2.12077	1.589909	2.163558	1.755397	0.907489	2.360029	0.84237	0	0.192675	0.648627	0	0	0.945415	1.01373	0.780512	5.668619	2.245705	0.753003	0.452042	1.230541	1.193383	2.567197	3.146039	1.715084	1.031888	3.641462	2.662037	1.945151	5.087836	3.783824	4.50472	5.529949	4.969033	0.900625	2.437225	4.138102	0.425497	0	0.217341	3.520419	1.021638	0.389897	4.979724	2.508215	0.41447	4.555275	2.378379	4.637344
XM_015316991.1	LOC107064357	0.474224	0.297733	0.103896	0.118371	0	0	0.436751	0	0.430327	0	0.282218	1.05007	2.708835	0.4633	2.701022	0.154485	0.210678	0.246184	0.474205	0.160855	0	0	0.837345	0.381717	0.075044	0.12154	0.845128	0	0.092179	0.095598	1.2006	0.736634	0.096398	0.12238	0.35408	0.301673	0.831749	0.571829	0	0.404861	0.58809	0	0	0.804919	1.245954	1.234742	0.443188	0	0.09413	0.500607	0	0.9636	0.163071	0.585995	0.162896	0.677982	0.150631	0.154664	0.511931	0.687068	0.404603	2.050476	0	0.676539	0	0.272653	0.160588	0	0.318303	0	0	0.851343	0.464062	0.593536	0.889936	0.204964	1.429425
XM_015316993.1	LOC107064357	0.857928	0	0.699157	0	0	0	0.133277	0	0.398836	0.21579	0	0.951437	1.616984	1.357026	0	0	0	0.40199	0.643495	0.477216	0	0	0	0	0	0.216121	0	0	0	0	0	0	0	0.640773	0.808083	0	0	0	0	0	1.13432	0	0	0	0	0	0	1.762094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186336	1.171554	0.173406	0	0	0	0	0	0	0	0	0	0
XM_015317026.1	LOC107064378	76.314595	40.452031	45.846078	44.823501	34.944463	46.254176	48.161606	59.729364	44.714428	63.423841	59.168137	23.714468	33.942218	26.009765	25.279648	74.284023	23.237818	45.99234	35.352723	67.003437	55.422934	55.455547	24.693768	34.511185	41.671895	46.284829	49.974993	33.693454	53.216923	58.786579	36.051952	55.601975	43.736147	23.671002	47.902212	25.335158	29.049616	33.356983	41.416563	38.891757	43.050293	27.346799	45.04425	49.811846	58.546864	63.580912	27.637747	30.713372	47.71874	50.031091	44.16272	47.102436	32.039187	56.38264	47.924677	44.617027	34.965307	31.380699	32.142753	45.474171	57.539555	32.839349	35.062507	55.646496	58.408831	37.65738	51.807235	45.131685	59.956062	63.39691	38.749568	37.073752	48.248883	52.54442	44.266902	52.34095	62.92565
XM_015316957.1	LOC107064338	21.532924	40.811307	45.232936	35.018383	23.026158	9.060574	12.335484	18.9636	49.752793	15.116631	19.51308	5.790103	10.513375	24.55156	11.279612	38.886569	10.875979	20.126252	23.883602	48.286562	23.215023	14.457998	20.122515	11.424811	15.94766	17.645533	15.611636	8.789993	18.837273	12.051381	16.89628	24.179428	13.902969	19.021334	35.496848	6.857739	5.353062	11.233281	23.347731	8.890825	18.359007	16.095017	10.055858	6.996559	12.332679	10.998899	19.772205	24.25822	9.674009	10.604215	6.734536	5.04463	5.801678	15.758193	7.003972	6.419666	4.923969	7.187906	4.037792	8.29673	16.030025	8.568344	8.470763	48.403906	13.242839	36.52989	9.035032	1.995969	17.254089	13.712495	2.283791	12.005413	21.809212	47.226773	13.138763	15.63086	18.28566
XM_015316952.1	LOC107064337	38.953934	65.930733	52.740318	34.365361	55.788846	102.140077	76.36848	69.734491	68.543347	78.064969	61.385152	57.145633	20.204294	33.72818	18.420907	58.049675	18.313612	59.578068	33.986452	62.962204	74.904133	58.280992	85.633504	24.362686	80.288457	66.10197	55.071968	26.86712	84.980871	39.610355	76.814253	52.266504	44.222113	28.183974	43.429582	38.048651	29.213334	45.917963	57.989008	37.273828	62.465755	38.619915	49.824353	46.196405	35.205997	40.036809	38.276109	32.816544	65.871665	84.119821	60.357037	65.593513	54.723436	70.095926	43.112431	53.700445	48.225194	18.947166	27.549411	34.180426	67.640153	17.944481	22.907576	48.443779	61.176934	53.620039	64.330663	33.760031	57.360637	69.23515	29.923923	52.169766	64.353942	52.107439	26.945864	28.449239	25.112584
XM_015316955.1	LOC107064337	0	0.226491	1.655559	0.630787	1.056031	0.450449	0	0.836163	0.324159	0.861047	0.352219	0.315711	0.478226	0.382945	0.50046	0	0.816964	1.254699	0	1.044935	0.2673	0	0	1.52829	0	0.898118	0	0	0	0	0.312739	1.183382	0.317448	0.362525	0.737917	0	0	0	0.9037	0	0	0	0	0	0	0	0	0	0	1.329579	1.296174	0	1.215152	0.703937	0.602265	0.646439	0.968741	0	0	0.310703	0.303244	0	0	0.898406	0.30716	0.749304	0.579285	0	0	0.365213	0.733542	0	0	0.886323	0	0	0
XM_015316954.1	LOC107064337	6.773177	1.626728	1.319119	2.529237	14.718698	7.343907	14.470693	8.068938	4.406664	9.741261	6.824114	6.051838	0	3.761295	2.610229	2.506898	10.449089	6.965703	5.710161	3.838321	12.259739	6.346437	7.600308	11.605464	1.973329	6.501543	4.447908	24.783145	4.52239	1.67029	6.378879	1.385069	1.699893	5.569732	1.905543	7.221025	18.429536	12.064705	16.653784	8.560149	9.05149	8.047059	2.680509	0.474271	0.945904	3.872696	6.974342	2.952249	15.170422	14.787574	6.670762	5.040195	22.995782	6.336731	5.34865	2.696419	3.455578	8.132715	2.005594	6.847533	3.464977	0.666893	0.842664	3.665894	7.179685	1.881331	6.785733	7.799003	3.56714	9.39057	3.989433	3.717263	2.381407	1.000391	2.216873	3.713368	14.225801
XM_015316953.1	LOC107064337	42.370152	58.625499	61.101092	30.867175	35.295504	43.388751	29.159505	42.056241	43.715126	38.491939	33.316719	32.357358	22.111171	25.890228	15.47987	45.026748	15.363214	37.448057	42.156122	66.486296	28.656223	37.05018	24.651231	21.490942	19.459685	19.690722	34.02973	10.485597	8.898977	11.646256	18.320704	3.665248	18.538289	54.153626	49.768937	15.532441	6.574439	11.01517	19.488285	10.224063	43.268883	14.246299	34.095981	17.126769	36.404503	23.599228	27.931377	40.932582	32.682931	54.807626	34.45298	50.818772	23.098169	16.373855	31.362573	35.336887	23.516513	15.281052	17.611311	20.117989	22.585246	14.419069	31.425212	55.638307	20.346569	56.7083	40.557407	17.105347	14.947123	44.360485	13.297761	25.096602	38.526434	48.68142	18.654578	19.727857	34.687374
XM_015316648.1	LOC107064223	0.668458	0.377492	0.481931	0.175786	0.491347	0.099781	1.951883	1.533399	0.408146	1.574798	0.508037	0.786989	1.058172	9.491841	0.166258	0.416183	0	0.898367	0.116707	0.845727	1.062843	0.959652	0.358191	0.403089	0.636899	0.827024	0.56926	0.413063	2.453088	0.536142	0.57868	4.527937	1.188406	5.780841	5.771536	0.765362	1.03025	0.536464	0.236141	0.810231	0.794923	0.656702	0.743906	0.3459	0.663405	0.524854	0.267679	0.382073	0.286083	0.816295	0.408404	0.512999	0.572794	0.336661	0.545085	0.995831	0.458051	0.565839	0.623074	0.923729	0.747536	0.747179	0.117298	0.433661	0.299988	0.30187	0.928888	0.970487	0.830144	1.095538	0.352591	0.628177	0.099044	0.284613	0.800019	0.590064	0.498274
XM_015316649.1	LOC107064224	0	0.106598	0.217507	0.09812	0.165696	0	0	0.050471	0.113826	0	0	0	0.085001	3.764351	0.094222	0	0.08444	0.055303	0	0.117703	0.054509	0	0	0	0.152925	0.051356	0	0	0.488246	0.120175	0	0.744434	0	1.961449	1.962597	0	0	0	0	0	0	0.061583	0.046055	0	0	0	0	0.052721	0	0	0	0	0	0.046642	0	0	0.050658	0	0	0.259679	0	0.209473	0	0.060195	0.056543	0	0.037749	0	0.116188	0	0.039762	0.050947	0	0	0	0	0
XM_015316650.1	LOC107064225	0	0	0	0	0.155559	0	0	0	0	0	0	0	0	11.557699	0	0.082538	0	0	0	0	0	0	0	0	0	0.072533	0	0	1.864696	0	0	8.301368	0	6.886911	8.166285	0.055154	0	0.060688	0	0	0	0.086671	0.065149	0.067967	0	0	0.070288	0	0	0	0	0	0	0.066167	0	0	0	0.222316	0	0	0	0	0	0	0	0	0.052817	0	0	0	0	0	0	0	0	0	0
XM_015316980.1	LOC107064354	30.628806	28.82815	33.22491	20.181034	12.374428	21.115451	26.15847	12.192474	31.66681	13.824136	17.9806	76.85464	30.233163	24.031562	38.258435	34.235393	39.69019	12.102613	24.687191	31.587415	33.156196	8.241761	7.967123	4.741392	25.000551	20.288101	17.915507	1.174381	16.163421	8.655314	40.620974	29.907542	38.820805	29.629239	32.571756	2.145341	0.643884	2.509164	6.497834	1.421864	13.949609	9.900942	10.595103	7.654948	28.23572	10.439988	16.926747	26.231321	13.209566	31.09422	13.777636	16.843433	9.639444	14.469685	25.677404	16.535116	12.013715	33.055076	24.709256	34.750541	24.142264	37.853787	20.483511	28.939391	22.920952	60.027074	1.658075	0.722451	17.126709	6.051196	0.875441	10.846191	33.057912	17.48142	56.355025	24.741872	51.917178
XM_015316670.1	LOC107064247	3.838063	11.334743	12.305987	18.180369	0	8.761789	15.731773	9.746133	2.234598	3.649013	12.045012	16.228431	4.244925	0	7.478385	8.736393	6.792817	0	2.322348	9.674059	2.699575	0	0	0	1.292601	0	0	0	0	0.876988	6.890352	2.706179	1.846505	2.113145	14.634839	0	0	0	0	0	0.552319	0	0	0	16.11956	3.314269	0	4.070398	0	3.820239	1.870293	1.896943	0	1.508121	3.154718	16.931247	0	4.498597	0.648996	4.64909	4.309954	4.146329	2.132151	7.526084	0	7.572461	0	0	4.665154	0	0	0	2.795217	2.782142	3.020713	3.84159	6.414362
XM_015316671.1	LOC107064247	3.742335	14.733916	13.264035	41.907334	37.644811	29.900956	36.002521	16.366602	15.105889	6.690598	29.214516	15.679724	5.151317	11.440311	4.530137	6.991553	3.003085	25.200312	9.664944	9.557727	6.12562	5.282707	35.732039	4.966522	4.669458	11.255972	5.566793	4.290544	3.500576	4.07985	12.097276	5.957786	2.255623	16.310148	17.958149	2.492852	3.919528	10.295439	25.985813	5.349353	8.125279	15.177755	5.536295	2.703668	12.015537	3.063515	8.700288	10.326654	4.783743	7.029369	11.159072	3.766729	5.877419	14.945642	3.193271	27.564898	3.249316	2.697209	2.356743	3.986786	6.05854	2.072398	1.681485	13.686167	5.977598	8.540708	7.441399	0.950308	7.445384	8.707004	1.230835	6.06477	23.778062	13.965428	4.014852	3.858001	4.488888
XM_015316672.1	LOC107064247	4.208759	15.54179	10.899373	38.59694	30.518019	19.239758	15.814505	13.274746	17.474693	5.858668	24.542747	0	4.370478	14.778981	2.804189	4.679209	1.366001	28.597298	15.582295	9.354547	6.470748	6.308079	30.608179	4.084461	6.631819	12.27103	7.803535	3.186198	3.226544	4.89043	8.435679	4.841521	1.175855	20.982956	11.838536	1.524505	1.159709	6.676579	24.541403	2.875001	8.102778	10.427144	6.70529	3.200501	3.987673	1.98524	13.095182	12.355012	6.419916	8.143803	11.490903	4.881188	8.128224	13.773986	2.377264	21.872546	3.392544	0	1.599635	1.884396	3.254656	0	0.921776	14.539916	6.055116	7.74915	7.15465	0.831795	5.00085	11.607743	0.563046	7.220844	18.331316	13.98044	2.670479	3.991278	2.519117
XM_015316674.1	LOC107064248	18.775155	26.404229	19.856938	14.37702	14.790474	15.893366	16.23043	17.418169	22.393355	15.176913	12.947776	4.825263	6.417259	8.297825	7.602942	23.809556	5.076848	11.598547	8.818672	22.616979	16.209502	11.522249	14.581547	6.350255	12.930701	10.695267	9.317856	3.763935	10.468786	10.745131	9.691484	9.269053	9.84945	10.379279	13.122435	7.50999	10.035311	10.044332	6.026997	5.519195	8.703687	2.691845	6.871445	7.048316	13.066126	9.915629	13.011536	11.906011	11.396313	22.300556	12.781398	9.125677	5.578171	9.340185	8.916152	9.925675	8.976522	5.841051	4.264271	7.113679	12.022397	5.698572	10.27227	20.429735	11.963951	23.046989	12.028683	8.51421	11.084714	13.586684	6.218814	11.116735	15.462686	17.125702	8.787551	10.684045	11.536693
XM_015316675.1	LOC107064248	10.379161	15.095161	22.003224	11.390651	11.799309	12.803202	14.541402	8.519963	15.22568	10.388389	7.963084	12.89206	6.546474	8.784222	4.485003	10.776302	7.990754	13.541292	10.237847	20.092591	11.118737	12.718538	12.318041	8.038085	11.033534	11.303547	11.462621	6.961725	12.967612	4.578743	8.875544	12.972737	7.094853	8.126773	18.663545	3.59378	1.416624	4.552072	9.728404	5.836811	13.243698	12.097049	8.266072	7.473303	7.36301	9.009663	6.407082	9.390167	15.86557	8.937037	7.463335	12.583182	12.195175	10.301436	8.957405	7.46559	5.748819	5.297268	5.709755	7.78582	10.490672	4.230786	4.718648	13.683335	6.940599	14.648504	8.860939	4.147667	11.143075	7.416802	2.544731	7.678587	10.62095	15.818821	6.681073	5.933625	12.55559
XM_015316676.1	LOC107064248	0.834304	1.344759	0.43621	0.575471	2.236793	1.013944	1.214851	2.027443	1.554132	1.021243	0.943505	0.064745	0.214301	0.85859	0.556148	1.01731	0.847975	2.557353	0	1.345483	0.92157	1.325926	2.446785	1.445595	1.581691	1.048664	0.68547	1.262075	0.79216	1.209461	2.317179	0.985459	1.759614	0.34137	0.771051	0.628565	0.897376	0.933189	2.277283	4.246326	1.228771	1.383807	1.055264	0.311291	0.775758	0.738146	0.490103	0.492867	2.106635	1.728025	0.684232	0.72466	1.067824	0.599278	0.525519	1.033735	1.619002	0.877487	0.480468	0.912696	0.828465	0.964763	0.614727	0.867864	1.255295	1.131334	1.184344	0.417117	0.991924	0.581232	0.493164	0.884108	1.279452	1.189376	0.949438	0.732694	0.797461
XM_015316681.1	LOC107064249	10.618043	14.985577	8.172017	7.398024	5.039674	10.102651	8.739502	5.373894	12.525391	7.418734	7.941365	3.977931	4.085207	7.85442	1.892923	9.50243	4.2614	9.559633	5.693515	7.399187	10.384841	5.024215	8.159067	4.27175	7.014364	6.033186	5.317963	1.743087	6.893784	3.538447	5.275025	8.521236	8.209442	7.103143	9.124925	1.594477	1.573527	2.662899	4.20374	2.442109	7.611155	5.346212	4.034346	3.05024	7.543899	4.137755	3.312809	6.860062	5.30814	9.26572	2.612286	3.534305	4.780849	3.96974	1.900673	3.254425	2.28636	1.783475	1.520284	2.953041	7.166549	3.77871	3.789919	10.758427	5.287308	10.639874	2.988961	0.978529	4.631301	4.130015	1.1758	6.680141	6.279776	7.870152	5.736309	4.484827	10.549563
XM_015316682.1	LOC107064249	0.259743	0.576135	0	0.211417	0.06588	0.228382	0	0.164751	0.228481	0.18373	0.082194	0.100702	0.136569	0	0.147496	0	0.138954	0.069266	0.103918	0.739018	0.070515	0.559671	0	0.117952	0	0.172682	0.06894	0	0	0.07394	0.065243	0.506188	0	0.939478	0.248366	0	0.020573	0	0	0.033703	0	0.071775	0.390438	0.190869	0.613821	0	0	0.508438	0.073638	0.368766	0	0.064087	0	0.058354	0.068119	0	0.177717	0.463896	0	0.117461	0	0.974266	0.235709	0.100264	0.079085	0.079845	0	0	0.327	0	0	0.056932	0	0.465979	0	0.095795	0.309585
XM_015316684.1	LOC107064249	0.668234	1.822915	1.955954	0.819772	0.139853	0.198137	0.50399	0.187356	1.212977	0	0.753813	0	0.156417	0.379737	0.137418	1.339895	0.731213	0.622614	0.726905	0.243197	0	0.172619	0.033677	0.154881	0.368288	0.055396	0.063917	0	0.06503	0.615105	0	0.418075	0.172918	0.927416	0.255465	0.063757	0.095762	0	0.073433	0	0.17178	0.246042	0.302269	0	0.679561	0.086306	0	0.649512	0.079619	0.102848	0	0.188433	0	0.057181	0.218877	0.0545	0	0	0.131622	0	0.0904	0	0.38617	0.496043	0.061958	1.694363	0.08068	0	0.28732	0.057649	0	0.201151	0	0.752764	0.402253	0.097906	0.452031
XM_015316680.1	LOC107064249	0.211124	0	0	0.810514	0	0.128981	0	0	0	0.097089	0	0.167445	0	0	0	0	0	0.180897	0	0	0.289894	0	0.060278	0	0	0.088647	0.10273	0	0	0	0	0	0	0	0	0	0	0	0	0.036557	0	0	0	0.106874	0.144705	0	0.157948	0	0	0	0	0	0.105878	0	0	0	0	0.425701	0	0.199395	0.274856	0	0	0	0	0	0	0	0	0	0	0	1.438939	0.195178	0	0	0
XM_015316678.1	LOC107064249	16.127549	15.570154	17.685238	10.153624	2.512085	7.981516	6.895865	4.881341	13.02877	5.179539	6.812164	5.978937	3.808418	7.969098	7.155081	15.497713	8.597513	4.555674	12.361744	16.096399	10.852481	4.776145	0.733975	1.184844	5.394514	5.760386	6.35984	0.546118	4.285392	3.206951	3.397404	4.39898	4.834627	14.375061	14.238482	0.529653	0.18555	0.575854	2.436471	0.103827	5.114956	0.947551	4.565945	2.526191	10.411845	5.268015	6.494108	10.520817	4.910194	8.060293	3.175861	3.468239	1.935317	4.37811	5.474651	2.760085	1.765253	4.94478	3.773453	5.864804	8.481121	5.70276	8.543637	19.003306	8.033172	13.537125	1.250013	0.387607	4.67045	3.586875	0.228515	2.780971	4.065153	10.391069	5.116931	4.133522	14.423475
XM_015316683.1	LOC107064249	0.178107	0	0	0	0	0.250822	0.130628	0	0	0	0.158188	0	0.285014	0	0	0	0	0	0	0.514266	0.154303	0.118986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296668	0	0	0	0	0	0	0	0	0	0	0	0	0.09666	0	0	0	0	0	0	0	0	0	0	0.437755	0	0	0	0.119833	0	0	0	0	0	0	0	0.224038
XM_015316677.1	LOC107064249	1.119224	0.313216	0.646436	1.036156	0	0.297574	0.109916	0.339127	1.263342	0.394831	0	0.585436	0	0	0.651931	0.744786	0.195869	0.095482	1.316206	1.450957	0.399387	0.071938	0	0	0.224069	0.102586	0.365641	0	0.234218	0.233354	0	0.101652	0.849568	1.167586	0.564254	0	0	0.108354	0	0	0.40086	0	0	0.652809	0.881042	0.659498	0.155797	0.557903	0.283079	0.118759	0	0.097178	0	0.068472	0	0	0	0	0.261439	0	0.094043	0.56367	0.361008	1.237084	0.537683	0.850993	0.043643	0	0.306404	0.17381	0	0.378751	0.074182	0.451083	0	0.593784	0.661889
XM_015316679.1	LOC107064249	2.070722	0.980797	1.47563	1.027997	0	0.262527	0.647493	0.371407	1.4617	0.326197	0.665986	0.079842	0.505308	0.66402	0.119177	1.708501	0.43763	0.153639	1.188095	0.967909	0.762512	0.216832	0.33202	0.042527	0.544305	0.787607	0.206375	0.028934	0.773204	0.128837	0.576286	0.768856	0.44115	0.709337	1.313062	0.067934	0.022436	0.08067	0.160396	0.095631	0.198695	0.053389	0.374461	0.047927	0.578537	0.230558	0.795749	1.850008	0.15093	1.359908	0.050824	0.389246	0.240984	0	0.371376	0.258037	0.295454	0.217425	0.631657	0.607102	0.629454	0.132225	0.433052	2.022632	0.44183	1.352381	0	0	0.907863	0.176349	0	0.318852	0.450201	1.823425	1.558761	0.206962	0.646585
XM_015316685.1	LOC107064251	165.982457	150.841524	151.376523	125.240437	148.891174	220.739485	218.390916	305.791777	152.494439	354.933993	313.595244	109.414216	165.042986	81.373212	126.103674	167.489132	104.960667	304.967383	80.04592	164.243005	296.838008	273.18406	202.789091	146.934134	238.295971	256.419648	259.195906	155.823513	266.471318	155.813387	153.083744	173.045803	166.905814	95.807244	117.29645	116.683435	148.087126	130.488057	187.770071	168.119843	226.358748	127.884209	285.789596	240.298779	152.661252	310.72549	79.847175	86.068829	239.609762	255.008055	210.457586	223.9589	194.637624	306.696141	262.344403	254.528622	258.239274	190.27332	173.793426	197.301209	270.472938	120.298245	115.485495	140.72859	268.99721	167.650351	216.641118	126.012315	264.593337	311.632859	140.979672	301.837125	146.055425	181.484187	149.806252	197.589823	168.296677
XM_015316686.1	LOC107064252	85.73837	97.671396	92.664638	72.497581	35.626728	32.167254	41.078576	53.233326	80.847733	49.142324	52.083423	12.632874	31.883019	48.837828	24.215571	87.21266	29.580371	48.462403	50.527378	102.315363	41.567254	48.165286	23.379271	35.441442	43.815487	51.848407	52.558131	24.904771	57.626762	53.655638	59.480272	64.626064	58.255778	53.596334	101.699788	26.362786	28.733474	32.95608	32.780014	31.019406	41.595644	30.961747	31.921938	53.462174	72.900597	73.156935	56.604259	70.660337	37.127283	46.544383	32.485955	34.331793	26.700619	45.398825	46.277738	33.919314	42.592701	28.743221	27.744622	44.620664	43.139182	42.358083	59.832129	99.311934	38.190874	98.118868	45.312113	68.645512	43.274107	49.731812	47.789921	43.159225	43.761689	101.221259	48.485912	48.25604	59.860637
XM_015316690.1	LOC107064254	30.522525	46.988161	48.848247	39.309866	24.213295	16.510473	22.504226	27.611971	67.780884	25.949968	22.907638	9.25314	11.333366	44.944086	11.827933	42.136774	12.459918	28.951317	30.241422	48.691066	30.717939	30.17748	21.5568	24.044842	33.692637	36.563532	57.704398	12.183784	77.119205	52.949381	65.344154	44.440843	39.658327	28.647416	40.299655	13.033567	13.335848	17.555574	19.31834	43.014692	88.709494	14.008063	21.659827	43.821338	46.760953	37.543517	37.082271	42.50638	25.194694	25.600299	11.970845	22.335524	11.793489	23.902523	23.200429	17.444027	32.486605	11.404464	10.022002	17.626551	40.288356	13.673209	19.067476	44.23052	40.2651	52.476045	21.259522	29.935597	32.638718	19.1479	17.246176	15.627445	24.32265	47.600876	18.869114	16.161191	18.489979
